[1000, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][MostConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hRandomSet,Cost, 290.09668819093156, Score, 46.666666666666664,sDepthFirstSearchLowCost,Cost, 240.08368379359283, Score, -28.666666666666668, PathLength, 85.0,sMostConnectedFirst,Cost, 953.8113954280826, Score, -64.66666666666666, PathLength, 193.0,
hMinimumConnectivity,Cost, 9205.327600643393, Score, 55.33333333333333,sDepthFirstSearchLowCost,Cost, 604.2769193417225, Score, -59.333333333333336, PathLength, 177.0,sMostConnectedFirst,Cost, 727.6432982564845, Score, -51.33333333333333, PathLength, 153.0,
hMinimumConnectivity,Cost, 13088.070945405585, Score, 78.16666666666666,sDepthFirstSearchLowCost,Cost, 641.3623181377586, Score, -54.666666666666664, PathLength, 163.0,sMostConnectedFirst,Cost, 1476.94702546434, Score, -101.66666666666666, PathLength, 304.0,
hMinimumConnectivity,Cost, 2698.461009123938, Score, 50.0,sDepthFirstSearchLowCost,Cost, 426.12239872828485, Score, -40.666666666666664, PathLength, 121.0,sMostConnectedFirst,Cost, 878.348370192548, Score, -59.333333333333336, PathLength, 177.0,
hRandomSet,Cost, 212.99325375230686, Score, 40.166666666666664,sDepthFirstSearchLowCost,Cost, 420.32178821454437, Score, -40.33333333333333, PathLength, 120.0,sMostConnectedFirst,Cost, 544.8397260364875, Score, -40.0, PathLength, 119.0,
hMinimumConnectivity,Cost, 14872.83354872707, Score, 42.666666666666664,sDepthFirstSearchLowCost,Cost, 312.7878555126648, Score, -33.33333333333333, PathLength, 99.0,sMostConnectedFirst,Cost, 770.3531271052822, Score, -52.0, PathLength, 155.0,
hRandomSet,Cost, 771.5799198274876, Score, 44.5,sDepthFirstSearchLowCost,Cost, 412.0838492155075, Score, -43.333333333333336, PathLength, 129.0,sMostConnectedFirst,Cost, 622.8089570338002, Score, -45.666666666666664, PathLength, 136.0,
hRandomSet,Cost, 168.12771915732733, Score, 34.0,sDepthFirstSearchLowCost,Cost, 295.21243636075167, Score, -32.33333333333333, PathLength, 96.0,sMostConnectedFirst,Cost, 495.80625417973124, Score, -35.66666666666667, PathLength, 106.0,
hRandomSet,Cost, 216.87592697480696, Score, 29.333333333333332,sDepthFirstSearchLowCost,Cost, 386.9534542960447, Score, -36.666666666666664, PathLength, 109.0,sMostConnectedFirst,Cost, 334.13827397650437, Score, -22.0, PathLength, 65.0,
hRandomSet,Cost, 193.55582628176785, Score, 41.833333333333336,sDepthFirstSearchLowCost,Cost, 374.43714415254567, Score, -36.0, PathLength, 107.0,sMostConnectedFirst,Cost, 687.9179873836729, Score, -47.66666666666667, PathLength, 142.0,
hMinimumConnectivity,Cost, 2845.810559103427, Score, 78.5,sDepthFirstSearchLowCost,Cost, 585.563568070369, Score, -50.33333333333333, PathLength, 150.0,sMostConnectedFirst,Cost, 1664.900736530113, Score, -106.66666666666667, PathLength, 319.0,
hMinimumConnectivity,Cost, 14382.10045505137, Score, 54.66666666666667,sDepthFirstSearchLowCost,Cost, 519.75941851902, Score, -51.66666666666667, PathLength, 154.0,sMostConnectedFirst,Cost, 817.7591385866798, Score, -57.666666666666664, PathLength, 172.0,
hRandomSet,Cost, 204.12591984376638, Score, 33.33333333333333,sDepthFirstSearchLowCost,Cost, 326.0416990939034, Score, -34.333333333333336, PathLength, 102.0,sMostConnectedFirst,Cost, 506.6994450798496, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 189.62451311800794, Score, 52.5,sDepthFirstSearchLowCost,Cost, 262.59314512368485, Score, -31.0, PathLength, 92.0,sMostConnectedFirst,Cost, 1154.53848170007, Score, -74.0, PathLength, 221.0,
hRandomSet,Cost, 149.92828064864477, Score, 28.666666666666664,sDepthFirstSearchLowCost,Cost, 190.4687861706407, Score, -25.0, PathLength, 74.0,sMostConnectedFirst,Cost, 452.19434685849245, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 265.9981577909159, Score, 42.5,sDepthFirstSearchLowCost,Cost, 465.21206799497713, Score, -45.33333333333333, PathLength, 135.0,sMostConnectedFirst,Cost, 580.7949453885227, Score, -39.666666666666664, PathLength, 118.0,
hRandomSet,Cost, 249.95049096643777, Score, 28.166666666666664,sDepthFirstSearchLowCost,Cost, 329.5000834250866, Score, -33.666666666666664, PathLength, 100.0,sMostConnectedFirst,Cost, 328.5341398109598, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 64.71856097396679, Score, 34.833333333333336,sDepthFirstSearchLowCost,Cost, 140.29858632606937, Score, -20.333333333333332, PathLength, 60.0,sMostConnectedFirst,Cost, 694.138431624694, Score, -49.333333333333336, PathLength, 147.0,
hMinimumConnectivity,Cost, 3653.8374683881734, Score, 49.5,sDepthFirstSearchLowCost,Cost, 512.3315971609923, Score, -51.66666666666667, PathLength, 154.0,sMostConnectedFirst,Cost, 695.4508388053514, Score, -47.333333333333336, PathLength, 141.0,
hRandomSet,Cost, 355.5891635892199, Score, 42.0,sDepthFirstSearchLowCost,Cost, 460.20292406652584, Score, -41.66666666666667, PathLength, 124.0,sMostConnectedFirst,Cost, 608.3821992351584, Score, -42.333333333333336, PathLength, 126.0,
hMinimumConnectivity,Cost, 8403.58805425318, Score, 90.66666666666667,sDepthFirstSearchLowCost,Cost, 536.0483941269886, Score, -54.0, PathLength, 161.0,sMostConnectedFirst,Cost, 1781.8479250950272, Score, -127.33333333333334, PathLength, 381.0,
hRandomSet,Cost, 135.06945594016312, Score, 22.0,sDepthFirstSearchLowCost,Cost, 84.96088922118251, Score, -15.333333333333332, PathLength, 45.0,sMostConnectedFirst,Cost, 436.274817697924, Score, -28.666666666666668, PathLength, 85.0,
hMinimumConnectivity,Cost, 4346.048309091562, Score, 64.0,sDepthFirstSearchLowCost,Cost, 525.3927975731328, Score, -46.666666666666664, PathLength, 139.0,sMostConnectedFirst,Cost, 1290.8724820831571, Score, -81.33333333333333, PathLength, 243.0,
hRandomSet,Cost, 208.43945104347316, Score, 39.0,sDepthFirstSearchLowCost,Cost, 227.59631353130223, Score, -28.666666666666668, PathLength, 85.0,sMostConnectedFirst,Cost, 732.673383322168, Score, -49.333333333333336, PathLength, 147.0,
hMinimumConnectivity,Cost, 9477.812011296664, Score, 70.66666666666666,sDepthFirstSearchLowCost,Cost, 497.3343568293662, Score, -50.66666666666667, PathLength, 151.0,sMostConnectedFirst,Cost, 1433.964865800237, Score, -90.66666666666666, PathLength, 271.0,
hRandomSet,Cost, 108.68553230312901, Score, 21.166666666666664,sDepthFirstSearchLowCost,Cost, 166.79570036885485, Score, -22.666666666666664, PathLength, 67.0,sMostConnectedFirst,Cost, 340.18464778741424, Score, -19.666666666666664, PathLength, 58.0,
hMinimumConnectivity,Cost, 25497.535926226865, Score, 131.5,sDepthFirstSearchLowCost,Cost, 582.7324053510421, Score, -62.66666666666667, PathLength, 187.0,sMostConnectedFirst,Cost, 3038.517326636467, Score, -200.33333333333334, PathLength, 600.0,
hMinimumConnectivity,Cost, 17108.393569103388, Score, 76.83333333333333,sDepthFirstSearchLowCost,Cost, 392.8328153951055, Score, -41.333333333333336, PathLength, 123.0,sMostConnectedFirst,Cost, 1739.8072969090647, Score, -112.33333333333333, PathLength, 336.0,
hMinimumConnectivity,Cost, 6066.122973480303, Score, 70.66666666666666,sDepthFirstSearchLowCost,Cost, 595.3838738856007, Score, -61.66666666666667, PathLength, 184.0,sMostConnectedFirst,Cost, 1190.095898773846, Score, -79.66666666666666, PathLength, 238.0,
hMinimumConnectivity,Cost, 5266.826356407219, Score, 50.5,sDepthFirstSearchLowCost,Cost, 348.01743326249715, Score, -36.333333333333336, PathLength, 108.0,sMostConnectedFirst,Cost, 969.9033149746315, Score, -64.66666666666666, PathLength, 193.0,
hMinimumConnectivity,Cost, 12489.183098292177, Score, 61.33333333333333,sDepthFirstSearchLowCost,Cost, 449.0433938537812, Score, -46.33333333333333, PathLength, 138.0,sMostConnectedFirst,Cost, 1149.737854689557, Score, -76.33333333333333, PathLength, 228.0,
hRandomSet,Cost, 191.2433018698722, Score, 36.5,sDepthFirstSearchLowCost,Cost, 110.13215868799648, Score, -16.0, PathLength, 47.0,sMostConnectedFirst,Cost, 882.5644668217448, Score, -56.99999999999999, PathLength, 170.0,
hRandomSet,Cost, 125.63854649059746, Score, 36.0,sDepthFirstSearchLowCost,Cost, 459.36473110970815, Score, -42.66666666666667, PathLength, 127.0,sMostConnectedFirst,Cost, 471.93798093484577, Score, -29.333333333333332, PathLength, 87.0,
hMinimumConnectivity,Cost, 8367.530777360145, Score, 59.16666666666667,sDepthFirstSearchLowCost,Cost, 699.1488819468068, Score, -63.0, PathLength, 188.0,sMostConnectedFirst,Cost, 835.6813641770924, Score, -55.333333333333336, PathLength, 165.0,
hRandomSet,Cost, 146.02328959556064, Score, 29.833333333333336,sDepthFirstSearchLowCost,Cost, 161.3175226134676, Score, -21.333333333333336, PathLength, 63.0,sMostConnectedFirst,Cost, 580.597919193952, Score, -38.333333333333336, PathLength, 114.0,
hRandomSet,Cost, 171.3794430064543, Score, 22.333333333333332,sDepthFirstSearchLowCost,Cost, 215.79850589985466, Score, -28.333333333333332, PathLength, 84.0,sMostConnectedFirst,Cost, 216.05623079332238, Score, -16.333333333333332, PathLength, 48.0,
hMinimumConnectivity,Cost, 4689.330236479057, Score, 75.66666666666666,sDepthFirstSearchLowCost,Cost, 606.7728375029805, Score, -59.0, PathLength, 176.0,sMostConnectedFirst,Cost, 1315.5117860274368, Score, -92.33333333333333, PathLength, 276.0,
hMinimumConnectivity,Cost, 15153.776994166605, Score, 54.833333333333336,sDepthFirstSearchLowCost,Cost, 213.84107457407478, Score, -26.333333333333332, PathLength, 78.0,sMostConnectedFirst,Cost, 1323.5651909593169, Score, -83.33333333333334, PathLength, 249.0,
hRandomSet,Cost, 194.41102874582197, Score, 34.33333333333333,sDepthFirstSearchLowCost,Cost, 304.1854362700921, Score, -33.666666666666664, PathLength, 100.0,sMostConnectedFirst,Cost, 486.32759194033156, Score, -35.0, PathLength, 104.0,
hRandomSet,Cost, 154.14426508428093, Score, 35.833333333333336,sDepthFirstSearchLowCost,Cost, 159.8215419479243, Score, -24.333333333333336, PathLength, 72.0,sMostConnectedFirst,Cost, 698.0110756250541, Score, -47.333333333333336, PathLength, 141.0,
hRandomSet,Cost, 143.39674285656537, Score, 30.33333333333333,sDepthFirstSearchLowCost,Cost, 248.47123034775888, Score, -28.999999999999996, PathLength, 86.0,sMostConnectedFirst,Cost, 499.5438836851616, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 435.03445418637483, Score, 31.333333333333332,sDepthFirstSearchLowCost,Cost, 343.43948714582, Score, -32.666666666666664, PathLength, 97.0,sMostConnectedFirst,Cost, 423.28311141691347, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 194.7966535675463, Score, 30.333333333333336,sDepthFirstSearchLowCost,Cost, 277.7337905377822, Score, -33.0, PathLength, 98.0,sMostConnectedFirst,Cost, 433.4797522592258, Score, -27.666666666666668, PathLength, 82.0,
hMinimumConnectivity,Cost, 15504.507586597538, Score, 56.166666666666664,sDepthFirstSearchLowCost,Cost, 679.5281527884698, Score, -62.0, PathLength, 185.0,sMostConnectedFirst,Cost, 779.0804317479262, Score, -50.33333333333333, PathLength, 150.0,
hMinimumConnectivity,Cost, 20207.795045625106, Score, 54.5,sDepthFirstSearchLowCost,Cost, 526.8607309856708, Score, -47.66666666666667, PathLength, 142.0,sMostConnectedFirst,Cost, 873.3337103581505, Score, -61.33333333333333, PathLength, 183.0,
hRandomSet,Cost, 397.37008974035507, Score, 39.833333333333336,sDepthFirstSearchLowCost,Cost, 397.1712560231246, Score, -41.66666666666667, PathLength, 124.0,sMostConnectedFirst,Cost, 523.1597095681857, Score, -38.0, PathLength, 113.0,
hMinimumConnectivity,Cost, 2290.3297479701414, Score, 62.66666666666667,sDepthFirstSearchLowCost,Cost, 427.6035501267814, Score, -49.666666666666664, PathLength, 148.0,sMostConnectedFirst,Cost, 976.4709307190344, Score, -75.66666666666667, PathLength, 226.0,
hMinimumConnectivity,Cost, 28074.56242016873, Score, 134.83333333333331,sDepthFirstSearchLowCost,Cost, 628.7452180921657, Score, -61.0, PathLength, 182.0,sMostConnectedFirst,Cost, 3242.3705438342117, Score, -208.66666666666666, PathLength, 625.0,
hMinimumConnectivity,Cost, 1978.8499731467462, Score, 52.666666666666664,sDepthFirstSearchLowCost,Cost, 512.113492080138, Score, -55.666666666666664, PathLength, 166.0,sMostConnectedFirst,Cost, 669.3270521320273, Score, -49.666666666666664, PathLength, 148.0,
hRandomSet,Cost, 231.11407666701385, Score, 43.333333333333336,sDepthFirstSearchLowCost,Cost, 413.03198112861804, Score, -44.333333333333336, PathLength, 132.0,sMostConnectedFirst,Cost, 596.7775406878166, Score, -42.333333333333336, PathLength, 126.0,
hRandomSet,Cost, 179.1283897157147, Score, 35.5,sDepthFirstSearchLowCost,Cost, 459.0820000341222, Score, -42.0, PathLength, 125.0,sMostConnectedFirst,Cost, 475.8246877259245, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 18507.454473582104, Score, 43.83333333333333,sDepthFirstSearchLowCost,Cost, 242.5483999847669, Score, -28.999999999999996, PathLength, 86.0,sMostConnectedFirst,Cost, 848.3026170706075, Score, -58.666666666666664, PathLength, 175.0,
hRandomSet,Cost, 304.2574426451753, Score, 40.0,sDepthFirstSearchLowCost,Cost, 542.106728977863, Score, -50.0, PathLength, 149.0,sMostConnectedFirst,Cost, 468.3411831625316, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 175.38390833037502, Score, 57.5,sDepthFirstSearchLowCost,Cost, 296.0164328823721, Score, -34.333333333333336, PathLength, 102.0,sMostConnectedFirst,Cost, 1179.118192624471, Score, -80.66666666666666, PathLength, 241.0,
hRandomSet,Cost, 211.961023497189, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 209.97828068256717, Score, -26.333333333333332, PathLength, 78.0,sMostConnectedFirst,Cost, 507.84103192054204, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 144.89414923075594, Score, 34.0,sDepthFirstSearchLowCost,Cost, 333.2418188105407, Score, -35.0, PathLength, 104.0,sMostConnectedFirst,Cost, 494.3656212814773, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 333.49175546496275, Score, 47.0,sDepthFirstSearchLowCost,Cost, 435.2400175176579, Score, -38.333333333333336, PathLength, 114.0,sMostConnectedFirst,Cost, 869.9735045488881, Score, -55.666666666666664, PathLength, 166.0,
hRandomSet,Cost, 255.48689413584222, Score, 47.83333333333333,sDepthFirstSearchLowCost,Cost, 399.7504089958015, Score, -42.0, PathLength, 125.0,sMostConnectedFirst,Cost, 846.6794970943452, Score, -53.666666666666664, PathLength, 160.0,
hRandomSet,Cost, 260.1795583338541, Score, 42.0,sDepthFirstSearchLowCost,Cost, 399.6798571115265, Score, -40.0, PathLength, 119.0,sMostConnectedFirst,Cost, 647.477388505853, Score, -44.0, PathLength, 131.0,
hRandomSet,Cost, 175.31232659114315, Score, 38.166666666666664,sDepthFirstSearchLowCost,Cost, 501.8810644164129, Score, -47.333333333333336, PathLength, 141.0,sMostConnectedFirst,Cost, 412.6742616129191, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 17572.452409603702, Score, 94.83333333333333,sDepthFirstSearchLowCost,Cost, 613.8380040133087, Score, -57.666666666666664, PathLength, 172.0,sMostConnectedFirst,Cost, 1958.272398234816, Score, -132.0, PathLength, 395.0,
hRandomSet,Cost, 143.72502717693143, Score, 29.166666666666664,sDepthFirstSearchLowCost,Cost, 272.67472038739254, Score, -31.0, PathLength, 92.0,sMostConnectedFirst,Cost, 420.71439855918504, Score, -27.333333333333332, PathLength, 81.0,
hMinimumConnectivity,Cost, 13360.360177619574, Score, 77.83333333333333,sDepthFirstSearchLowCost,Cost, 612.5772484810473, Score, -65.66666666666666, PathLength, 196.0,sMostConnectedFirst,Cost, 1355.9882724701001, Score, -90.0, PathLength, 269.0,
hRandomSet,Cost, 157.43783870603144, Score, 23.833333333333336,sDepthFirstSearchLowCost,Cost, 212.3317626000455, Score, -26.333333333333332, PathLength, 78.0,sMostConnectedFirst,Cost, 307.3366421147173, Score, -21.333333333333336, PathLength, 63.0,
hMinimumConnectivity,Cost, 11709.078440872008, Score, 56.33333333333333,sDepthFirstSearchLowCost,Cost, 555.1107287449507, Score, -49.333333333333336, PathLength, 147.0,sMostConnectedFirst,Cost, 976.3290850744818, Score, -63.33333333333333, PathLength, 189.0,
hRandomSet,Cost, 138.1913053366297, Score, 23.666666666666668,sDepthFirstSearchLowCost,Cost, 217.12651756257685, Score, -26.666666666666668, PathLength, 79.0,sMostConnectedFirst,Cost, 323.3943267384113, Score, -20.666666666666668, PathLength, 61.0,
hRandomSet,Cost, 275.536420765693, Score, 41.0,sDepthFirstSearchLowCost,Cost, 208.1066916966597, Score, -26.0, PathLength, 77.0,sMostConnectedFirst,Cost, 858.0815697466852, Score, -56.00000000000001, PathLength, 167.0,
hMinimumConnectivity,Cost, 17628.488663060863, Score, 65.33333333333333,sDepthFirstSearchLowCost,Cost, 531.4079505879549, Score, -51.33333333333333, PathLength, 153.0,sMostConnectedFirst,Cost, 1112.0293028475037, Score, -79.33333333333333, PathLength, 237.0,
hMinimumConnectivity,Cost, 19087.116717642373, Score, 53.833333333333336,sDepthFirstSearchLowCost,Cost, 618.8444795254372, Score, -61.66666666666667, PathLength, 184.0,sMostConnectedFirst,Cost, 637.1007506925879, Score, -46.0, PathLength, 137.0,
hRandomSet,Cost, 270.777375853965, Score, 43.16666666666667,sDepthFirstSearchLowCost,Cost, 384.7008656086614, Score, -37.0, PathLength, 110.0,sMostConnectedFirst,Cost, 823.2015563410515, Score, -49.333333333333336, PathLength, 147.0,
hMinimumConnectivity,Cost, 6986.114268329542, Score, 103.83333333333333,sDepthFirstSearchLowCost,Cost, 634.7920105873454, Score, -57.99999999999999, PathLength, 173.0,sMostConnectedFirst,Cost, 2236.9203110495437, Score, -149.66666666666666, PathLength, 448.0,
hMinimumConnectivity,Cost, 15339.488132456123, Score, 51.833333333333336,sDepthFirstSearchLowCost,Cost, 637.053550001896, Score, -62.66666666666667, PathLength, 187.0,sMostConnectedFirst,Cost, 661.4042078829232, Score, -41.0, PathLength, 122.0,
hRandomSet,Cost, 277.364317636324, Score, 53.5,sDepthFirstSearchLowCost,Cost, 382.54219824470516, Score, -38.666666666666664, PathLength, 115.0,sMostConnectedFirst,Cost, 1021.3444328492825, Score, -68.33333333333333, PathLength, 204.0,
hRandomSet,Cost, 425.60709167913836, Score, 41.66666666666667,sDepthFirstSearchLowCost,Cost, 489.06401259001717, Score, -42.333333333333336, PathLength, 126.0,sMostConnectedFirst,Cost, 623.5619606566925, Score, -41.0, PathLength, 122.0,
hMinimumConnectivity,Cost, 13906.549053741384, Score, 68.0,sDepthFirstSearchLowCost,Cost, 581.1062386920385, Score, -55.00000000000001, PathLength, 164.0,sMostConnectedFirst,Cost, 1187.548279246948, Score, -81.0, PathLength, 242.0,
hMinimumConnectivity,Cost, 4175.354100346901, Score, 59.49999999999999,sDepthFirstSearchLowCost,Cost, 411.3945782165882, Score, -39.33333333333333, PathLength, 117.0,sMostConnectedFirst,Cost, 1226.0355864393389, Score, -79.66666666666666, PathLength, 238.0,
hMinimumConnectivity,Cost, 2412.091233652531, Score, 50.333333333333336,sDepthFirstSearchLowCost,Cost, 487.645726194934, Score, -53.333333333333336, PathLength, 159.0,sMostConnectedFirst,Cost, 736.6147239799728, Score, -47.333333333333336, PathLength, 141.0,
hMinimumConnectivity,Cost, 21746.730244472725, Score, 83.16666666666667,sDepthFirstSearchLowCost,Cost, 682.545928172538, Score, -59.66666666666667, PathLength, 178.0,sMostConnectedFirst,Cost, 1678.5302042106398, Score, -106.66666666666667, PathLength, 319.0,
hMinimumConnectivity,Cost, 11445.090922023646, Score, 75.0,sDepthFirstSearchLowCost,Cost, 584.1809384051207, Score, -61.66666666666667, PathLength, 184.0,sMostConnectedFirst,Cost, 1447.1521745736818, Score, -88.33333333333333, PathLength, 264.0,
hRandomSet,Cost, 123.26516886935303, Score, 14.166666666666666,sDepthFirstSearchLowCost,Cost, 99.2852713265382, Score, -15.333333333333332, PathLength, 45.0,sMostConnectedFirst,Cost, 177.04559864820044, Score, -13.0, PathLength, 38.0,
hRandomSet,Cost, 174.23658058196378, Score, 30.0,sDepthFirstSearchLowCost,Cost, 295.70655403101347, Score, -29.666666666666668, PathLength, 88.0,sMostConnectedFirst,Cost, 479.37542480075365, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 162.10222877468635, Score, 35.5,sDepthFirstSearchLowCost,Cost, 366.35801084114956, Score, -38.333333333333336, PathLength, 114.0,sMostConnectedFirst,Cost, 466.8460267776811, Score, -32.666666666666664, PathLength, 97.0,
hRandomSet,Cost, 191.679851058931, Score, 54.833333333333336,sDepthFirstSearchLowCost,Cost, 560.7858364581316, Score, -54.333333333333336, PathLength, 162.0,sMostConnectedFirst,Cost, 778.8681510887956, Score, -55.333333333333336, PathLength, 165.0,
hRandomSet,Cost, 221.02000818040472, Score, 35.666666666666664,sDepthFirstSearchLowCost,Cost, 392.4020305188322, Score, -42.333333333333336, PathLength, 126.0,sMostConnectedFirst,Cost, 407.81462390012683, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 101.47671827268574, Score, 55.833333333333336,sDepthFirstSearchLowCost,Cost, 585.5247975015493, Score, -55.00000000000001, PathLength, 164.0,sMostConnectedFirst,Cost, 831.3928099902959, Score, -56.666666666666664, PathLength, 169.0,
hRandomSet,Cost, 340.21031586747097, Score, 32.0,sDepthFirstSearchLowCost,Cost, 373.697107670289, Score, -40.0, PathLength, 119.0,sMostConnectedFirst,Cost, 348.07323133510795, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 291.76746754040823, Score, 39.166666666666664,sDepthFirstSearchLowCost,Cost, 310.1286699893968, Score, -33.33333333333333, PathLength, 99.0,sMostConnectedFirst,Cost, 729.2938162753817, Score, -45.0, PathLength, 134.0,
hMinimumConnectivity,Cost, 17766.88575997167, Score, 65.33333333333334,sDepthFirstSearchLowCost,Cost, 605.2093219636947, Score, -61.66666666666667, PathLength, 184.0,sMostConnectedFirst,Cost, 1035.6070526232859, Score, -69.0, PathLength, 206.0,
hRandomSet,Cost, 219.49111361646933, Score, 40.5,sDepthFirstSearchLowCost,Cost, 396.8923887264981, Score, -40.666666666666664, PathLength, 121.0,sMostConnectedFirst,Cost, 648.5503575741706, Score, -40.33333333333333, PathLength, 120.0,
hRandomSet,Cost, 190.068785928632, Score, 47.5,sDepthFirstSearchLowCost,Cost, 240.1204071790997, Score, -27.666666666666668, PathLength, 82.0,sMostConnectedFirst,Cost, 998.6609426929272, Score, -67.33333333333333, PathLength, 201.0,
hMinimumConnectivity,Cost, 10006.281438340813, Score, 84.0,sDepthFirstSearchLowCost,Cost, 541.091499775063, Score, -57.666666666666664, PathLength, 172.0,sMostConnectedFirst,Cost, 1603.2365615680112, Score, -110.33333333333333, PathLength, 330.0,
hRandomSet,Cost, 150.23217395580005, Score, 36.16666666666667,sDepthFirstSearchLowCost,Cost, 267.3175614661347, Score, -30.333333333333336, PathLength, 90.0,sMostConnectedFirst,Cost, 605.0523221083951, Score, -42.0, PathLength, 125.0,
hMinimumConnectivity,Cost, 12514.483347406855, Score, 65.66666666666667,sDepthFirstSearchLowCost,Cost, 520.2391998690447, Score, -41.333333333333336, PathLength, 123.0,sMostConnectedFirst,Cost, 1443.0647588022057, Score, -90.0, PathLength, 269.0,
hMinimumConnectivity,Cost, 1703.498556761535, Score, 58.833333333333336,sDepthFirstSearchLowCost,Cost, 402.9554480816431, Score, -41.66666666666667, PathLength, 124.0,sMostConnectedFirst,Cost, 1080.982796375917, Score, -76.0, PathLength, 227.0,
hRandomSet,Cost, 122.71784473129938, Score, 23.500000000000004,sDepthFirstSearchLowCost,Cost, 305.18671228652306, Score, -34.66666666666667, PathLength, 103.0,sMostConnectedFirst,Cost, 210.12796924158678, Score, -12.333333333333334, PathLength, 36.0,
hMinimumConnectivity,Cost, 23582.94783629124, Score, 37.833333333333336,sDepthFirstSearchLowCost,Cost, 302.1296661702782, Score, -34.333333333333336, PathLength, 102.0,sMostConnectedFirst,Cost, 604.7917487840459, Score, -41.333333333333336, PathLength, 123.0,
hMinimumConnectivity,Cost, 7037.444093124442, Score, 72.66666666666667,sDepthFirstSearchLowCost,Cost, 637.4245986058913, Score, -61.66666666666667, PathLength, 184.0,sMostConnectedFirst,Cost, 1236.6423923936911, Score, -83.66666666666667, PathLength, 250.0,
hMinimumConnectivity,Cost, 4063.572569648276, Score, 96.33333333333333,sDepthFirstSearchLowCost,Cost, 601.2599877377248, Score, -66.0, PathLength, 197.0,sMostConnectedFirst,Cost, 1900.3132911902799, Score, -126.66666666666666, PathLength, 379.0,
hMinimumConnectivity,Cost, 20327.960200808524, Score, 67.83333333333333,sDepthFirstSearchLowCost,Cost, 540.7060427386516, Score, -55.333333333333336, PathLength, 165.0,sMostConnectedFirst,Cost, 1123.9597870038713, Score, -80.33333333333333, PathLength, 240.0,
hMinimumConnectivity,Cost, 4224.45578960977, Score, 52.5,sDepthFirstSearchLowCost,Cost, 620.7947081747257, Score, -57.333333333333336, PathLength, 171.0,sMostConnectedFirst,Cost, 691.3199733417205, Score, -47.66666666666667, PathLength, 142.0,
hMinimumConnectivity,Cost, 18902.95666702888, Score, 49.666666666666664,sDepthFirstSearchLowCost,Cost, 539.4281034394968, Score, -54.0, PathLength, 161.0,sMostConnectedFirst,Cost, 632.808523409798, Score, -45.33333333333333, PathLength, 135.0,
hMinimumConnectivity,Cost, 20390.725123856304, Score, 68.33333333333333,sDepthFirstSearchLowCost,Cost, 429.21862444914836, Score, -45.33333333333333, PathLength, 135.0,sMostConnectedFirst,Cost, 1434.5023067086888, Score, -91.33333333333333, PathLength, 273.0,
hRandomSet,Cost, 164.30326321654812, Score, 32.5,sDepthFirstSearchLowCost,Cost, 283.4294490255968, Score, -30.0, PathLength, 89.0,sMostConnectedFirst,Cost, 563.0117886868337, Score, -35.0, PathLength, 104.0,
hMinimumConnectivity,Cost, 23745.106791631177, Score, 63.333333333333336,sDepthFirstSearchLowCost,Cost, 345.8650661542874, Score, -34.66666666666667, PathLength, 103.0,sMostConnectedFirst,Cost, 1403.8218319724356, Score, -92.0, PathLength, 275.0,
hMinimumConnectivity,Cost, 9630.58243584842, Score, 55.83333333333333,sDepthFirstSearchLowCost,Cost, 579.0238740741413, Score, -51.33333333333333, PathLength, 153.0,sMostConnectedFirst,Cost, 843.0676559253574, Score, -60.333333333333336, PathLength, 180.0,
hMinimumConnectivity,Cost, 17616.988090301442, Score, 53.333333333333336,sDepthFirstSearchLowCost,Cost, 534.8078728527663, Score, -53.333333333333336, PathLength, 159.0,sMostConnectedFirst,Cost, 739.3508384054629, Score, -53.333333333333336, PathLength, 159.0,
hRandomSet,Cost, 160.3115451989981, Score, 29.0,sDepthFirstSearchLowCost,Cost, 328.9714417971964, Score, -36.0, PathLength, 107.0,sMostConnectedFirst,Cost, 303.028478985824, Score, -22.0, PathLength, 65.0,
hMinimumConnectivity,Cost, 17749.086453188425, Score, 50.16666666666667,sDepthFirstSearchLowCost,Cost, 512.2102401981639, Score, -49.666666666666664, PathLength, 148.0,sMostConnectedFirst,Cost, 787.8750939409064, Score, -50.66666666666667, PathLength, 151.0,
