[1000, [MinimumConnectivity,1][RandomSet,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hRandomSet,Cost, 65.49097084222782, Score, 36.5,sDepthFirstSearchLowCost,Cost, 455.1010987829257, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 462.9866586799116, Score, -29.666666666666668, PathLength, 88.0,
hMinimumConnectivity,Cost, 12383.43780730354, Score, 39.5,sDepthFirstSearchLowCost,Cost, 447.5536605714539, Score, -49.333333333333336, PathLength, 147.0,sLeastConnectedFirst,Cost, 422.6654855979092, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 322.93608412321595, Score, 33.833333333333336,sDepthFirstSearchLowCost,Cost, 278.71796158234355, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 543.3745896560856, Score, -36.333333333333336, PathLength, 108.0,
hMinimumConnectivity,Cost, 17190.55506595731, Score, 35.0,sDepthFirstSearchLowCost,Cost, 352.5234873011347, Score, -40.666666666666664, PathLength, 121.0,sLeastConnectedFirst,Cost, 384.8922707685218, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 146.705501465009, Score, 32.666666666666664,sDepthFirstSearchLowCost,Cost, 186.00095161616983, Score, -26.0, PathLength, 77.0,sLeastConnectedFirst,Cost, 546.279748469116, Score, -39.33333333333333, PathLength, 117.0,
hRandomSet,Cost, 220.21242184361762, Score, 32.0,sDepthFirstSearchLowCost,Cost, 228.1079213938933, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 501.9889614180652, Score, -36.666666666666664, PathLength, 109.0,
hMinimumConnectivity,Cost, 2083.420986590872, Score, 44.0,sDepthFirstSearchLowCost,Cost, 620.7718124312112, Score, -58.333333333333336, PathLength, 174.0,sLeastConnectedFirst,Cost, 457.18928274449723, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 120.42469803395046, Score, 35.5,sDepthFirstSearchLowCost,Cost, 393.567312246821, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 504.9118702753598, Score, -33.0, PathLength, 98.0,
hMinimumConnectivity,Cost, 15953.155697769414, Score, 41.833333333333336,sDepthFirstSearchLowCost,Cost, 511.7406787123003, Score, -48.66666666666667, PathLength, 145.0,sLeastConnectedFirst,Cost, 503.9540944022665, Score, -35.0, PathLength, 104.0,
hRandomSet,Cost, 191.07388631177793, Score, 34.833333333333336,sDepthFirstSearchLowCost,Cost, 434.3481377342719, Score, -41.66666666666667, PathLength, 124.0,sLeastConnectedFirst,Cost, 426.1521094518017, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 296.1600454106412, Score, 31.166666666666664,sDepthFirstSearchLowCost,Cost, 244.33863829222818, Score, -33.0, PathLength, 98.0,sLeastConnectedFirst,Cost, 406.2854127979002, Score, -29.333333333333332, PathLength, 87.0,
hMinimumConnectivity,Cost, 16543.509511267544, Score, 43.333333333333336,sDepthFirstSearchLowCost,Cost, 585.371406637044, Score, -63.66666666666667, PathLength, 190.0,sLeastConnectedFirst,Cost, 329.42299659833634, Score, -23.0, PathLength, 68.0,
hRandomSet,Cost, 288.39169248750187, Score, 43.0,sDepthFirstSearchLowCost,Cost, 635.6021085909332, Score, -63.0, PathLength, 188.0,sLeastConnectedFirst,Cost, 332.47511875608654, Score, -23.0, PathLength, 68.0,
hRandomSet,Cost, 248.81258595849823, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 337.8539548431999, Score, -35.66666666666667, PathLength, 106.0,sLeastConnectedFirst,Cost, 452.1133274644035, Score, -30.666666666666664, PathLength, 91.0,
hMinimumConnectivity,Cost, 12633.641410595217, Score, 38.16666666666667,sDepthFirstSearchLowCost,Cost, 626.7920460401627, Score, -60.66666666666667, PathLength, 181.0,sLeastConnectedFirst,Cost, 242.00025591610802, Score, -15.666666666666668, PathLength, 46.0,
hRandomSet,Cost, 109.81473695417392, Score, 40.666666666666664,sDepthFirstSearchLowCost,Cost, 322.71112836963954, Score, -36.666666666666664, PathLength, 109.0,sLeastConnectedFirst,Cost, 626.0303482333842, Score, -44.666666666666664, PathLength, 133.0,
hRandomSet,Cost, 144.73915282917764, Score, 33.333333333333336,sDepthFirstSearchLowCost,Cost, 302.6012668600031, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 478.99961157718747, Score, -35.66666666666667, PathLength, 106.0,
hMinimumConnectivity,Cost, 18527.962259440603, Score, 45.33333333333333,sDepthFirstSearchLowCost,Cost, 627.0665646699853, Score, -63.33333333333333, PathLength, 189.0,sLeastConnectedFirst,Cost, 417.20208470774304, Score, -27.333333333333332, PathLength, 81.0,
hMinimumConnectivity,Cost, 13801.163430726083, Score, 43.83333333333333,sDepthFirstSearchLowCost,Cost, 500.7260406156616, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 498.9836072833373, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 267.2030056400679, Score, 42.33333333333333,sDepthFirstSearchLowCost,Cost, 325.9288414091553, Score, -37.666666666666664, PathLength, 112.0,sLeastConnectedFirst,Cost, 638.868476062013, Score, -47.0, PathLength, 140.0,
hMinimumConnectivity,Cost, 1804.6354312802428, Score, 45.166666666666664,sDepthFirstSearchLowCost,Cost, 630.7485267175826, Score, -63.0, PathLength, 188.0,sLeastConnectedFirst,Cost, 420.15190721057604, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 269.10425456324026, Score, 33.666666666666664,sDepthFirstSearchLowCost,Cost, 347.3469076334016, Score, -35.0, PathLength, 104.0,sLeastConnectedFirst,Cost, 488.9973674131468, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 151.59395436260942, Score, 38.66666666666667,sDepthFirstSearchLowCost,Cost, 470.9353082039474, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 399.5887554562037, Score, -30.0, PathLength, 89.0,
hMinimumConnectivity,Cost, 26304.62859154373, Score, 38.66666666666667,sDepthFirstSearchLowCost,Cost, 563.4832945890003, Score, -54.333333333333336, PathLength, 162.0,sLeastConnectedFirst,Cost, 361.48557239381086, Score, -23.0, PathLength, 68.0,
hRandomSet,Cost, 145.3687904411738, Score, 41.66666666666667,sDepthFirstSearchLowCost,Cost, 332.2829310525946, Score, -35.66666666666667, PathLength, 106.0,sLeastConnectedFirst,Cost, 749.534862499272, Score, -47.66666666666667, PathLength, 142.0,
hRandomSet,Cost, 97.46981641210262, Score, 30.333333333333336,sDepthFirstSearchLowCost,Cost, 185.11041213331362, Score, -22.333333333333332, PathLength, 66.0,sLeastConnectedFirst,Cost, 592.0977677899089, Score, -38.333333333333336, PathLength, 114.0,
hRandomSet,Cost, 244.34604742880416, Score, 25.0,sDepthFirstSearchLowCost,Cost, 145.23549416566829, Score, -18.666666666666668, PathLength, 55.0,sLeastConnectedFirst,Cost, 466.8837290332896, Score, -31.333333333333336, PathLength, 93.0,
hRandomSet,Cost, 118.86134465436226, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 269.72298809325565, Score, -28.000000000000004, PathLength, 83.0,sLeastConnectedFirst,Cost, 581.2638220236493, Score, -38.333333333333336, PathLength, 114.0,
hRandomSet,Cost, 208.0395697721681, Score, 26.833333333333336,sDepthFirstSearchLowCost,Cost, 114.65495607360123, Score, -19.0, PathLength, 56.0,sLeastConnectedFirst,Cost, 568.5047119287318, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 20446.73162464206, Score, 33.66666666666667,sDepthFirstSearchLowCost,Cost, 435.2903733221145, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 388.36599142790857, Score, -25.0, PathLength, 74.0,
hRandomSet,Cost, 255.67374519418897, Score, 20.0,sDepthFirstSearchLowCost,Cost, 143.48852808672746, Score, -22.0, PathLength, 65.0,sLeastConnectedFirst,Cost, 254.88280692990907, Score, -18.0, PathLength, 53.0,
hMinimumConnectivity,Cost, 19785.0544091436, Score, 38.33333333333333,sDepthFirstSearchLowCost,Cost, 521.7488305121873, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 401.2470689896279, Score, -24.333333333333336, PathLength, 72.0,
hMinimumConnectivity,Cost, 8786.843204854757, Score, 50.16666666666667,sDepthFirstSearchLowCost,Cost, 630.7974810791744, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 575.594110548661, Score, -35.333333333333336, PathLength, 105.0,
hMinimumConnectivity,Cost, 4675.316847882625, Score, 37.0,sDepthFirstSearchLowCost,Cost, 542.0404294027938, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 314.10961287949505, Score, -21.666666666666668, PathLength, 64.0,
hMinimumConnectivity,Cost, 4278.6854263424175, Score, 37.166666666666664,sDepthFirstSearchLowCost,Cost, 546.6595927879985, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 347.49654585731327, Score, -23.333333333333332, PathLength, 69.0,
hMinimumConnectivity,Cost, 4545.105451338151, Score, 33.833333333333336,sDepthFirstSearchLowCost,Cost, 496.057276050883, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 261.77116776396207, Score, -19.333333333333332, PathLength, 57.0,
hRandomSet,Cost, 165.0046742244886, Score, 27.666666666666664,sDepthFirstSearchLowCost,Cost, 290.47796628715616, Score, -30.666666666666664, PathLength, 91.0,sLeastConnectedFirst,Cost, 407.2872315341785, Score, -24.666666666666668, PathLength, 73.0,
hRandomSet,Cost, 161.7545464050884, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 308.1581372394867, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 490.0484220254521, Score, -30.333333333333336, PathLength, 90.0,
hMinimumConnectivity,Cost, 20869.869074582355, Score, 47.5,sDepthFirstSearchLowCost,Cost, 687.7012340155162, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 530.8555586928484, Score, -35.333333333333336, PathLength, 105.0,
hMinimumConnectivity,Cost, 17440.393648138153, Score, 37.5,sDepthFirstSearchLowCost,Cost, 569.422021444049, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 370.99329364105427, Score, -25.333333333333336, PathLength, 75.0,
hMinimumConnectivity,Cost, 15781.361908072238, Score, 36.333333333333336,sDepthFirstSearchLowCost,Cost, 441.35456511094435, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 472.40978027067496, Score, -31.333333333333336, PathLength, 93.0,
hMinimumConnectivity,Cost, 19189.071806126012, Score, 46.166666666666664,sDepthFirstSearchLowCost,Cost, 591.3332242234419, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 386.8398581782864, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 66.27820063770345, Score, 32.33333333333333,sDepthFirstSearchLowCost,Cost, 262.37448663737234, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 460.7767376174614, Score, -33.666666666666664, PathLength, 100.0,
hMinimumConnectivity,Cost, 21934.649838792753, Score, 47.666666666666664,sDepthFirstSearchLowCost,Cost, 535.2138742235609, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 687.255980444328, Score, -45.666666666666664, PathLength, 136.0,
hRandomSet,Cost, 269.31085487915607, Score, 29.166666666666664,sDepthFirstSearchLowCost,Cost, 267.77213123836003, Score, -29.333333333333332, PathLength, 87.0,sLeastConnectedFirst,Cost, 454.5952199691823, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 7383.452110014083, Score, 38.666666666666664,sDepthFirstSearchLowCost,Cost, 522.0642792407133, Score, -57.666666666666664, PathLength, 172.0,sLeastConnectedFirst,Cost, 264.13845829167667, Score, -19.666666666666664, PathLength, 58.0,
hMinimumConnectivity,Cost, 6626.101428215739, Score, 36.666666666666664,sDepthFirstSearchLowCost,Cost, 538.2400334206988, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 358.18716623796735, Score, -23.333333333333332, PathLength, 69.0,
hRandomSet,Cost, 202.29883073637197, Score, 32.66666666666667,sDepthFirstSearchLowCost,Cost, 268.44804328941837, Score, -30.333333333333336, PathLength, 90.0,sLeastConnectedFirst,Cost, 523.0294657186379, Score, -35.0, PathLength, 104.0,
hMinimumConnectivity,Cost, 1716.0433155500234, Score, 40.166666666666664,sDepthFirstSearchLowCost,Cost, 555.6324614925663, Score, -51.33333333333333, PathLength, 153.0,sLeastConnectedFirst,Cost, 423.3935434855313, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 11034.686676887024, Score, 36.666666666666664,sDepthFirstSearchLowCost,Cost, 521.1738248634425, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 319.9291165225248, Score, -22.333333333333332, PathLength, 66.0,
hRandomSet,Cost, 162.208934760459, Score, 32.166666666666664,sDepthFirstSearchLowCost,Cost, 234.18189568092978, Score, -28.999999999999996, PathLength, 86.0,sLeastConnectedFirst,Cost, 504.4534996400274, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 276.2767246890568, Score, 40.333333333333336,sDepthFirstSearchLowCost,Cost, 422.459835168918, Score, -39.0, PathLength, 116.0,sLeastConnectedFirst,Cost, 625.3443735753526, Score, -41.66666666666667, PathLength, 124.0,
hMinimumConnectivity,Cost, 25085.31174427514, Score, 26.833333333333332,sDepthFirstSearchLowCost,Cost, 448.8657034534714, Score, -39.0, PathLength, 116.0,sLeastConnectedFirst,Cost, 237.80870651013225, Score, -14.666666666666666, PathLength, 43.0,
hMinimumConnectivity,Cost, 14293.761442305982, Score, 38.0,sDepthFirstSearchLowCost,Cost, 560.436776518599, Score, -53.666666666666664, PathLength, 160.0,sLeastConnectedFirst,Cost, 300.69242465634255, Score, -22.333333333333332, PathLength, 66.0,
hRandomSet,Cost, 230.14980071317555, Score, 35.0,sDepthFirstSearchLowCost,Cost, 382.425632594615, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 458.2926557853467, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 161.45577386218775, Score, 43.0,sDepthFirstSearchLowCost,Cost, 494.3933484727111, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 580.082257065874, Score, -37.666666666666664, PathLength, 112.0,
hRandomSet,Cost, 168.0952706729074, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 303.9368131852829, Score, -35.66666666666667, PathLength, 106.0,sLeastConnectedFirst,Cost, 424.7184591993464, Score, -30.666666666666664, PathLength, 91.0,
hRandomSet,Cost, 106.45979219907372, Score, 29.5,sDepthFirstSearchLowCost,Cost, 270.23212453693543, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 388.0172700293306, Score, -27.666666666666668, PathLength, 82.0,
hMinimumConnectivity,Cost, 13108.762550655129, Score, 27.666666666666668,sDepthFirstSearchLowCost,Cost, 176.02390345478494, Score, -26.666666666666668, PathLength, 79.0,sLeastConnectedFirst,Cost, 421.5193897677318, Score, -28.666666666666668, PathLength, 85.0,
hRandomSet,Cost, 241.57732031827243, Score, 32.83333333333333,sDepthFirstSearchLowCost,Cost, 196.70837748780707, Score, -25.666666666666664, PathLength, 76.0,sLeastConnectedFirst,Cost, 643.2270071582244, Score, -40.0, PathLength, 119.0,
hRandomSet,Cost, 160.47844332119774, Score, 43.16666666666667,sDepthFirstSearchLowCost,Cost, 468.943036433527, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 577.7703989687403, Score, -39.0, PathLength, 116.0,
hRandomSet,Cost, 85.80037850043126, Score, 31.333333333333336,sDepthFirstSearchLowCost,Cost, 350.9919215655036, Score, -35.66666666666667, PathLength, 106.0,sLeastConnectedFirst,Cost, 345.3595303040783, Score, -27.0, PathLength, 80.0,
hRandomSet,Cost, 336.14439666160206, Score, 28.333333333333332,sDepthFirstSearchLowCost,Cost, 269.9961970667576, Score, -32.666666666666664, PathLength, 97.0,sLeastConnectedFirst,Cost, 341.3837997925694, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 184.258165102042, Score, 34.666666666666664,sDepthFirstSearchLowCost,Cost, 442.3185128778594, Score, -54.0, PathLength, 161.0,sLeastConnectedFirst,Cost, 185.0595957831195, Score, -15.333333333333332, PathLength, 45.0,
hMinimumConnectivity,Cost, 9529.897360002085, Score, 41.333333333333336,sDepthFirstSearchLowCost,Cost, 521.2206565934565, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 397.38061604323207, Score, -26.333333333333332, PathLength, 78.0,
hRandomSet,Cost, 137.96564162922223, Score, 31.5,sDepthFirstSearchLowCost,Cost, 222.53918353168896, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 539.2319289561913, Score, -36.0, PathLength, 107.0,
hRandomSet,Cost, 209.6580848681663, Score, 34.833333333333336,sDepthFirstSearchLowCost,Cost, 303.99874874877185, Score, -34.333333333333336, PathLength, 102.0,sLeastConnectedFirst,Cost, 503.5677036328417, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 235.01957989429158, Score, 32.33333333333333,sDepthFirstSearchLowCost,Cost, 287.4869257528314, Score, -32.666666666666664, PathLength, 97.0,sLeastConnectedFirst,Cost, 490.9097567568, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 2491.1932009436337, Score, 36.83333333333333,sDepthFirstSearchLowCost,Cost, 533.5978301979326, Score, -51.33333333333333, PathLength, 153.0,sLeastConnectedFirst,Cost, 340.06352242309123, Score, -22.333333333333332, PathLength, 66.0,
hRandomSet,Cost, 145.86327188742212, Score, 26.333333333333336,sDepthFirstSearchLowCost,Cost, 324.56699398880613, Score, -32.0, PathLength, 95.0,sLeastConnectedFirst,Cost, 329.8832753570101, Score, -20.666666666666668, PathLength, 61.0,
hRandomSet,Cost, 188.3094335151673, Score, 26.5,sDepthFirstSearchLowCost,Cost, 301.0797808886804, Score, -30.333333333333336, PathLength, 90.0,sLeastConnectedFirst,Cost, 362.97647045345974, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 135.428105114313, Score, 23.5,sDepthFirstSearchLowCost,Cost, 217.49880699280374, Score, -25.666666666666664, PathLength, 76.0,sLeastConnectedFirst,Cost, 286.2336828977975, Score, -21.333333333333336, PathLength, 63.0,
hRandomSet,Cost, 311.7463344617134, Score, 35.33333333333333,sDepthFirstSearchLowCost,Cost, 310.55915469315977, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 577.4855385947391, Score, -39.0, PathLength, 116.0,
hMinimumConnectivity,Cost, 8066.426764526526, Score, 42.0,sDepthFirstSearchLowCost,Cost, 556.9497391174758, Score, -58.333333333333336, PathLength, 174.0,sLeastConnectedFirst,Cost, 418.29259643713453, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 228.8237355168763, Score, 32.66666666666667,sDepthFirstSearchLowCost,Cost, 485.454690712768, Score, -41.66666666666667, PathLength, 124.0,sLeastConnectedFirst,Cost, 363.7231146534656, Score, -23.666666666666668, PathLength, 70.0,
hMinimumConnectivity,Cost, 24626.562130057937, Score, 46.83333333333333,sDepthFirstSearchLowCost,Cost, 734.6547647781811, Score, -65.33333333333333, PathLength, 195.0,sLeastConnectedFirst,Cost, 459.08549038741444, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 183.8844343680497, Score, 25.666666666666664,sDepthFirstSearchLowCost,Cost, 128.12980334411304, Score, -20.666666666666668, PathLength, 61.0,sLeastConnectedFirst,Cost, 432.27627425811994, Score, -30.666666666666664, PathLength, 91.0,
hMinimumConnectivity,Cost, 12406.741513709283, Score, 36.5,sDepthFirstSearchLowCost,Cost, 379.6991830993231, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 446.92167836371686, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 17939.003002362115, Score, 41.833333333333336,sDepthFirstSearchLowCost,Cost, 741.5088420210932, Score, -66.0, PathLength, 197.0,sLeastConnectedFirst,Cost, 316.35149258018237, Score, -17.666666666666668, PathLength, 52.0,
hMinimumConnectivity,Cost, 16753.42214687872, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 589.2873576070534, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 183.5512824441764, Score, -12.333333333333334, PathLength, 36.0,
hRandomSet,Cost, 218.06686945496378, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 473.30467037403554, Score, -47.0, PathLength, 140.0,sLeastConnectedFirst,Cost, 291.29314328225036, Score, -21.666666666666668, PathLength, 64.0,
hMinimumConnectivity,Cost, 5054.765013588823, Score, 35.83333333333333,sDepthFirstSearchLowCost,Cost, 448.3852000134128, Score, -45.33333333333333, PathLength, 135.0,sLeastConnectedFirst,Cost, 330.27136001680555, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 18422.553834414248, Score, 40.83333333333333,sDepthFirstSearchLowCost,Cost, 479.3535120839754, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 474.01890472632334, Score, -30.666666666666664, PathLength, 91.0,
hRandomSet,Cost, 147.10998126879406, Score, 33.83333333333333,sDepthFirstSearchLowCost,Cost, 306.1839225388925, Score, -34.0, PathLength, 101.0,sLeastConnectedFirst,Cost, 508.9182391698676, Score, -33.666666666666664, PathLength, 100.0,
hRandomSet,Cost, 193.38893344724752, Score, 38.33333333333333,sDepthFirstSearchLowCost,Cost, 412.46652422351343, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 541.8529079162565, Score, -36.666666666666664, PathLength, 109.0,
hRandomSet,Cost, 23.657370404874666, Score, 32.5,sDepthFirstSearchLowCost,Cost, 239.2768552134479, Score, -30.666666666666664, PathLength, 91.0,sLeastConnectedFirst,Cost, 475.65827469253696, Score, -34.333333333333336, PathLength, 102.0,
hMinimumConnectivity,Cost, 9125.378451110282, Score, 43.0,sDepthFirstSearchLowCost,Cost, 638.2026817527241, Score, -57.666666666666664, PathLength, 172.0,sLeastConnectedFirst,Cost, 420.4288272696579, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 150.1036896038394, Score, 27.833333333333336,sDepthFirstSearchLowCost,Cost, 174.24469804485238, Score, -24.333333333333336, PathLength, 72.0,sLeastConnectedFirst,Cost, 457.3748687753525, Score, -31.333333333333336, PathLength, 93.0,
hRandomSet,Cost, 167.4153290650817, Score, 23.833333333333332,sDepthFirstSearchLowCost,Cost, 212.52903422178488, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 303.11581496464413, Score, -20.333333333333332, PathLength, 60.0,
hMinimumConnectivity,Cost, 19799.98863089594, Score, 43.5,sDepthFirstSearchLowCost,Cost, 609.0006881786727, Score, -55.00000000000001, PathLength, 164.0,sLeastConnectedFirst,Cost, 495.49571236758266, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 19466.10709914599, Score, 31.833333333333336,sDepthFirstSearchLowCost,Cost, 535.4887159082809, Score, -46.0, PathLength, 137.0,sLeastConnectedFirst,Cost, 262.7044396654238, Score, -17.666666666666668, PathLength, 52.0,
hRandomSet,Cost, 155.65241674118712, Score, 31.333333333333336,sDepthFirstSearchLowCost,Cost, 354.7282500124597, Score, -34.66666666666667, PathLength, 103.0,sLeastConnectedFirst,Cost, 385.72118915923977, Score, -28.000000000000004, PathLength, 83.0,
hMinimumConnectivity,Cost, 4500.017917171995, Score, 40.16666666666667,sDepthFirstSearchLowCost,Cost, 495.68272397572287, Score, -45.666666666666664, PathLength, 136.0,sLeastConnectedFirst,Cost, 517.808863953261, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 1930.6027931755084, Score, 36.83333333333333,sDepthFirstSearchLowCost,Cost, 494.5807643026906, Score, -46.33333333333333, PathLength, 138.0,sLeastConnectedFirst,Cost, 417.8864448165829, Score, -27.333333333333332, PathLength, 81.0,
hMinimumConnectivity,Cost, 17570.654287014917, Score, 48.33333333333333,sDepthFirstSearchLowCost,Cost, 693.3818453326603, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 509.8494531984175, Score, -31.666666666666664, PathLength, 94.0,
hMinimumConnectivity,Cost, 9940.666204191519, Score, 40.166666666666664,sDepthFirstSearchLowCost,Cost, 515.0029584062371, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 386.9383905311033, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 143.35161429610093, Score, 31.33333333333333,sDepthFirstSearchLowCost,Cost, 179.35536753310114, Score, -23.333333333333332, PathLength, 69.0,sLeastConnectedFirst,Cost, 571.6786873625956, Score, -39.33333333333333, PathLength, 117.0,
hRandomSet,Cost, 212.52929370760555, Score, 28.333333333333336,sDepthFirstSearchLowCost,Cost, 190.28777210071377, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 457.69463956358817, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 186.70625325930777, Score, 38.0,sDepthFirstSearchLowCost,Cost, 433.2393386384777, Score, -43.0, PathLength, 128.0,sLeastConnectedFirst,Cost, 473.17938410859927, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 177.22933417382927, Score, 38.5,sDepthFirstSearchLowCost,Cost, 492.92467223298354, Score, -42.66666666666667, PathLength, 127.0,sLeastConnectedFirst,Cost, 508.6504569885503, Score, -34.333333333333336, PathLength, 102.0,
hMinimumConnectivity,Cost, 17982.508703371655, Score, 35.5,sDepthFirstSearchLowCost,Cost, 532.7689381798419, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 325.8176378642058, Score, -21.0, PathLength, 62.0,
hMinimumConnectivity,Cost, 18311.332518457584, Score, 29.83333333333333,sDepthFirstSearchLowCost,Cost, 370.31705156261324, Score, -39.33333333333333, PathLength, 117.0,sLeastConnectedFirst,Cost, 276.1047016717573, Score, -20.333333333333332, PathLength, 60.0,
hMinimumConnectivity,Cost, 18179.70998088682, Score, 38.0,sDepthFirstSearchLowCost,Cost, 495.0429886908479, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 342.23723841211336, Score, -27.666666666666668, PathLength, 82.0,
hMinimumConnectivity,Cost, 18626.29196030648, Score, 40.833333333333336,sDepthFirstSearchLowCost,Cost, 616.8879148512402, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 486.13446448567663, Score, -28.666666666666668, PathLength, 85.0,
hMinimumConnectivity,Cost, 20776.230859518648, Score, 28.333333333333336,sDepthFirstSearchLowCost,Cost, 419.0225185921496, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 235.4339164685692, Score, -15.333333333333332, PathLength, 45.0,
hMinimumConnectivity,Cost, 19118.848859489048, Score, 43.333333333333336,sDepthFirstSearchLowCost,Cost, 522.5112841945186, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 489.8369099005913, Score, -35.66666666666667, PathLength, 106.0,
hRandomSet,Cost, 170.84404115712735, Score, 27.5,sDepthFirstSearchLowCost,Cost, 204.22570106557473, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 427.64578722013374, Score, -28.000000000000004, PathLength, 83.0,
