[100, [RandomSet,1][MinimumConnectivity,1][MaxDistance,1][Random,1][RandomDirection,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1], [ConstrainedRandomWalk,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomFixedDistance,Cost, 66.48159527499682, Score, 31.216666666666676,sConstrainedRandomWalk,Cost, 429.184511926455, Score, -31.216666666666676, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 44.22058986906987, Score, 32.62666666666669,sConstrainedRandomWalk,Cost, 442.0914304435803, Score, -32.62666666666669, PathLength, 96.0,
hRandomSet,Cost, 46.68867229802235, Score, 36.09666666666667,sConstrainedRandomWalk,Cost, 514.8950104296065, Score, -36.09666666666667, PathLength, 107.0,
hMinimumConnectivity,Cost, 20762.70129729221, Score, 61.89000000000003, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 899.6475796049236, Score, -61.89000000000003, PathLength, 184.0,
hMaxDistance,Cost, 108.94596884463031, Score, 34.59333333333334, GraphDiameter, 4.0,sConstrainedRandomWalk,Cost, 501.4661560434083, Score, -34.59333333333334, PathLength, 102.0,
hRandom,Cost, 47.2318486669667, Score, 32.16666666666667,sConstrainedRandomWalk,Cost, 461.98062701853814, Score, -32.16666666666667, PathLength, 95.0,
hRandomDirection,Cost, 19.542099761706183, Score, 33.25666666666668,sConstrainedRandomWalk,Cost, 479.0770520004314, Score, -33.25666666666668, PathLength, 98.0,
hRandomFixedDistance,Cost, 19.63843080342009, Score, 31.63,sConstrainedRandomWalk,Cost, 454.8202794225797, Score, -31.63, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 23.679826493923347, Score, 32.916666666666664,sConstrainedRandomWalk,Cost, 472.2437412316197, Score, -32.916666666666664, PathLength, 97.0,
hRandomSet,Cost, 44.730478855005124, Score, 34.64000000000001,sConstrainedRandomWalk,Cost, 512.8816017848405, Score, -34.64000000000001, PathLength, 102.0,
hMinimumConnectivity,Cost, 1046.59341355729, Score, 62.60333333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 5,sConstrainedRandomWalk,Cost, 921.5551936426516, Score, -62.60333333333334, PathLength, 186.0,
hMaxDistance,Cost, 138.37387355437576, Score, 35.27333333333333, GraphDiameter, 4.0,sConstrainedRandomWalk,Cost, 524.0866642621114, Score, -35.27333333333333, PathLength, 104.0,
hRandom,Cost, 46.34478709880069, Score, 30.74000000000001,sConstrainedRandomWalk,Cost, 456.8769679716674, Score, -30.74000000000001, PathLength, 91.0,
hRandomDirection,Cost, 19.668587722404226, Score, 31.25666666666668,sConstrainedRandomWalk,Cost, 458.5398633418003, Score, -31.25666666666668, PathLength, 92.0,
hRandomFixedDistance,Cost, 119.63727171535707, Score, 34.28333333333334,sConstrainedRandomWalk,Cost, 508.0982125444951, Score, -34.28333333333334, PathLength, 101.0,
hLowEdgeCostRandomFixedDistance,Cost, 23.0648904307273, Score, 31.390000000000008,sConstrainedRandomWalk,Cost, 460.38495936276826, Score, -31.390000000000008, PathLength, 93.0,
hRandomSet,Cost, 42.85992562926803, Score, 33.18000000000001,sConstrainedRandomWalk,Cost, 477.3498894204083, Score, -33.18000000000001, PathLength, 98.0,
hMinimumConnectivity,Cost, 19311.082810989727, Score, 62.263333333333364, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 901.93408070255, Score, -62.263333333333364, PathLength, 185.0,
hMaxDistance,Cost, 1320.7984681703563, Score, 34.12, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 488.76748358438005, Score, -34.12, PathLength, 101.0,
hRandom,Cost, 42.436669963718124, Score, 31.173333333333336,sConstrainedRandomWalk,Cost, 445.95975265461396, Score, -31.173333333333336, PathLength, 92.0,
hRandomDirection,Cost, 19.46606557034663, Score, 30.643333333333327,sConstrainedRandomWalk,Cost, 443.9149447311398, Score, -30.643333333333327, PathLength, 90.0,
hRandomFixedDistance,Cost, 67.21491335109943, Score, 32.4,sConstrainedRandomWalk,Cost, 466.4943553974626, Score, -32.4, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 105.83041605146758, Score, 33.03666666666666,sConstrainedRandomWalk,Cost, 474.7090163015405, Score, -33.03666666666666, PathLength, 98.0,
hRandomSet,Cost, 43.80485462691434, Score, 33.08000000000001,sConstrainedRandomWalk,Cost, 489.5655760472038, Score, -33.08000000000001, PathLength, 98.0,
hMinimumConnectivity,Cost, 18246.150278161593, Score, 61.79333333333332, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 921.5569936989176, Score, -61.79333333333332, PathLength, 184.0,
hMaxDistance,Cost, 1221.3831278111481, Score, 32.07333333333332, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 469.8574258528721, Score, -32.07333333333332, PathLength, 95.0,
hRandom,Cost, 46.71319739371208, Score, 32.36000000000001,sConstrainedRandomWalk,Cost, 477.4654476458334, Score, -32.36000000000001, PathLength, 96.0,
hRandomDirection,Cost, 19.58297309125095, Score, 30.70666666666667,sConstrainedRandomWalk,Cost, 450.98315120240943, Score, -30.70666666666667, PathLength, 91.0,
hRandomFixedDistance,Cost, 221.83063180590042, Score, 31.150000000000006,sConstrainedRandomWalk,Cost, 461.07895513608145, Score, -31.150000000000006, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 6.399289651191497, Score, 31.80333333333335,sConstrainedRandomWalk,Cost, 471.31964744069353, Score, -31.80333333333335, PathLength, 94.0,
hRandomSet,Cost, 47.289833762909026, Score, 37.32666666666667,sConstrainedRandomWalk,Cost, 559.3842894400154, Score, -37.32666666666667, PathLength, 110.0,
hMinimumConnectivity,Cost, 20804.491515054895, Score, 70.45333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1056.6241722923849, Score, -70.45333333333333, PathLength, 210.0,
hMaxDistance,Cost, 2015.8044491767755, Score, 35.26333333333333, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 526.7830243606877, Score, -35.26333333333333, PathLength, 104.0,
hRandom,Cost, 43.94433508996676, Score, 33.173333333333346,sConstrainedRandomWalk,Cost, 500.3023136084978, Score, -33.173333333333346, PathLength, 98.0,
hRandomDirection,Cost, 20.03281355193061, Score, 33.11999999999999,sConstrainedRandomWalk,Cost, 499.8062507637072, Score, -33.11999999999999, PathLength, 98.0,
hRandomFixedDistance,Cost, 45.67316986079076, Score, 35.15,sConstrainedRandomWalk,Cost, 532.6157237792664, Score, -35.15, PathLength, 104.0,
hLowEdgeCostRandomFixedDistance,Cost, 33.5325015480964, Score, 31.640000000000015,sConstrainedRandomWalk,Cost, 473.41528959537044, Score, -31.640000000000015, PathLength, 93.0,
hRandomSet,Cost, 41.517571987922075, Score, 35.209999999999994,sConstrainedRandomWalk,Cost, 509.4590429088953, Score, -35.209999999999994, PathLength, 104.0,
hMinimumConnectivity,Cost, 18847.8882464851, Score, 64.54, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 940.8406331027492, Score, -64.54, PathLength, 192.0,
hMaxDistance,Cost, 2067.803534326325, Score, 30.996666666666666, GraphDiameter, 9.0,sConstrainedRandomWalk,Cost, 449.8964451362135, Score, -30.996666666666666, PathLength, 91.0,
hRandom,Cost, 43.488888631224924, Score, 30.976666666666667,sConstrainedRandomWalk,Cost, 449.35526783219314, Score, -30.976666666666667, PathLength, 91.0,
hRandomDirection,Cost, 20.326549093501544, Score, 31.043333333333326,sConstrainedRandomWalk,Cost, 452.723445943234, Score, -31.043333333333326, PathLength, 92.0,
hRandomFixedDistance,Cost, 114.64883221124877, Score, 33.526666666666664,sConstrainedRandomWalk,Cost, 492.1319056892902, Score, -33.526666666666664, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 15.492881244886338, Score, 30.62666666666666,sConstrainedRandomWalk,Cost, 447.44614880811, Score, -30.62666666666666, PathLength, 90.0,
hRandomSet,Cost, 46.48470973869623, Score, 34.32666666666668,sConstrainedRandomWalk,Cost, 522.7801934500562, Score, -34.32666666666668, PathLength, 101.0,
hMinimumConnectivity,Cost, 13207.367126185643, Score, 49.15333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 753.0417794079763, Score, -49.15333333333333, PathLength, 146.0,
hMaxDistance,Cost, 2134.3270038630253, Score, 32.590000000000025, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 496.5718293999442, Score, -32.590000000000025, PathLength, 96.0,
hRandom,Cost, 44.041029799487, Score, 30.45333333333334,sConstrainedRandomWalk,Cost, 463.70493681193096, Score, -30.45333333333334, PathLength, 90.0,
hRandomDirection,Cost, 21.04792517358718, Score, 30.08000000000001,sConstrainedRandomWalk,Cost, 458.6143101282407, Score, -30.08000000000001, PathLength, 89.0,
hRandomFixedDistance,Cost, 20.1881940223454, Score, 32.263333333333335,sConstrainedRandomWalk,Cost, 490.60467935831036, Score, -32.263333333333335, PathLength, 95.0,
hLowEdgeCostRandomFixedDistance,Cost, 27.421202176714072, Score, 31.426666666666637,sConstrainedRandomWalk,Cost, 476.0674005807029, Score, -31.426666666666637, PathLength, 93.0,
hRandomSet,Cost, 48.159067189713966, Score, 38.889999999999986,sConstrainedRandomWalk,Cost, 600.1743430081607, Score, -38.889999999999986, PathLength, 115.0,
hMinimumConnectivity,Cost, 454.42914529951685, Score, 60.94333333333332, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 10, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 939.7456038357737, Score, -60.94333333333332, PathLength, 181.0,
hMaxDistance,Cost, 62.96798445982687, Score, 33.30666666666666, GraphDiameter, 3.0,sConstrainedRandomWalk,Cost, 516.0271915922067, Score, -33.30666666666666, PathLength, 98.0,
hRandom,Cost, 48.085652024748434, Score, 32.46666666666667,sConstrainedRandomWalk,Cost, 499.5203935508437, Score, -32.46666666666667, PathLength, 96.0,
hRandomDirection,Cost, 20.375173951410012, Score, 31.86333333333334,sConstrainedRandomWalk,Cost, 490.84685381376437, Score, -31.86333333333334, PathLength, 94.0,
hRandomFixedDistance,Cost, 152.26518376677805, Score, 33.92333333333333,sConstrainedRandomWalk,Cost, 523.6058305165895, Score, -33.92333333333333, PathLength, 100.0,
hLowEdgeCostRandomFixedDistance,Cost, 79.33702742006977, Score, 35.039999999999985,sConstrainedRandomWalk,Cost, 536.9280621574042, Score, -35.039999999999985, PathLength, 104.0,
hRandomSet,Cost, 41.75033687643696, Score, 34.816666666666656,sConstrainedRandomWalk,Cost, 489.78231712909405, Score, -34.816666666666656, PathLength, 103.0,
hMinimumConnectivity,Cost, 4547.989339622887, Score, 53.71666666666669, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 4, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 761.860288291276, Score, -53.71666666666669, PathLength, 160.0,
hMaxDistance,Cost, 1953.9294070441892, Score, 33.846666666666664, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 475.486295676277, Score, -33.846666666666664, PathLength, 100.0,
hRandom,Cost, 42.93755105445448, Score, 32.35666666666666,sConstrainedRandomWalk,Cost, 458.79395519362544, Score, -32.35666666666666, PathLength, 96.0,
hRandomDirection,Cost, 17.914030053194647, Score, 32.99000000000001,sConstrainedRandomWalk,Cost, 465.0537058817014, Score, -32.99000000000001, PathLength, 97.0,
hRandomFixedDistance,Cost, 137.41306188189682, Score, 33.53,sConstrainedRandomWalk,Cost, 472.2673117718555, Score, -33.53, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 60.84263109031649, Score, 31.076666666666668,sConstrainedRandomWalk,Cost, 439.37797276935555, Score, -31.076666666666668, PathLength, 92.0,
hRandomSet,Cost, 45.167441778481816, Score, 34.70666666666668,sConstrainedRandomWalk,Cost, 556.8708238819219, Score, -34.70666666666668, PathLength, 103.0,
hMinimumConnectivity,Cost, 982.7990033700827, Score, 56.74333333333335, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 908.6803535633798, Score, -56.74333333333335, PathLength, 169.0,
hMaxDistance,Cost, 114.40516283198767, Score, 33.839999999999996, GraphDiameter, 4.0,sConstrainedRandomWalk,Cost, 540.0554535788845, Score, -33.839999999999996, PathLength, 100.0,
hRandom,Cost, 47.87632006247745, Score, 32.89333333333333,sConstrainedRandomWalk,Cost, 523.4499449695807, Score, -32.89333333333333, PathLength, 97.0,
hRandomDirection,Cost, 20.424420264819314, Score, 31.06666666666667,sConstrainedRandomWalk,Cost, 496.48604085147235, Score, -31.06666666666667, PathLength, 92.0,
hRandomFixedDistance,Cost, 181.3476619831298, Score, 33.29333333333334,sConstrainedRandomWalk,Cost, 530.4918192376659, Score, -33.29333333333334, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 7.086659672231106, Score, 31.02333333333334,sConstrainedRandomWalk,Cost, 496.1349901653887, Score, -31.02333333333334, PathLength, 92.0,
hRandomSet,Cost, 39.11814284189109, Score, 34.59666666666667,sConstrainedRandomWalk,Cost, 500.5967523646236, Score, -34.59666666666667, PathLength, 102.0,
hMinimumConnectivity,Cost, 20123.854037879366, Score, 83.79333333333332, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1218.6039420135035, Score, -83.79333333333332, PathLength, 250.0,
hMaxDistance,Cost, 1834.37152510897, Score, 35.55333333333334, GraphDiameter, 9.0,sConstrainedRandomWalk,Cost, 510.0774774065214, Score, -35.55333333333334, PathLength, 105.0,
hRandom,Cost, 41.64181792673164, Score, 30.64666666666668,sConstrainedRandomWalk,Cost, 437.8325580264467, Score, -30.64666666666668, PathLength, 90.0,
hRandomDirection,Cost, 19.298307597004758, Score, 35.33000000000001,sConstrainedRandomWalk,Cost, 503.98840851664426, Score, -35.33000000000001, PathLength, 104.0,
hRandomFixedDistance,Cost, 69.72498787786178, Score, 31.613333333333347,sConstrainedRandomWalk,Cost, 453.3397386101562, Score, -31.613333333333347, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 5.483793879866497, Score, 32.07,sConstrainedRandomWalk,Cost, 457.0170227913797, Score, -32.07, PathLength, 95.0,
hRandomSet,Cost, 43.82041372192697, Score, 34.36333333333334,sConstrainedRandomWalk,Cost, 512.5670592636294, Score, -34.36333333333334, PathLength, 102.0,
hMinimumConnectivity,Cost, 5262.513498095821, Score, 62.66000000000001, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 4, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 944.8049815519762, Score, -62.66000000000001, PathLength, 186.0,
hMaxDistance,Cost, 2050.574558234649, Score, 33.42000000000001, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 504.20201713229403, Score, -33.42000000000001, PathLength, 99.0,
hRandom,Cost, 42.9924565874581, Score, 30.926666666666662,sConstrainedRandomWalk,Cost, 464.5388352838831, Score, -30.926666666666662, PathLength, 91.0,
hRandomDirection,Cost, 20.26572589747586, Score, 31.37333333333333,sConstrainedRandomWalk,Cost, 469.96983037793876, Score, -31.37333333333333, PathLength, 93.0,
hRandomFixedDistance,Cost, 197.80770072117815, Score, 31.770000000000017,sConstrainedRandomWalk,Cost, 478.86827949951925, Score, -31.770000000000017, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 82.87691923844514, Score, 32.41666666666667,sConstrainedRandomWalk,Cost, 490.670695498372, Score, -32.41666666666667, PathLength, 96.0,
hRandomSet,Cost, 47.32138550994298, Score, 37.23333333333334,sConstrainedRandomWalk,Cost, 569.6738441244337, Score, -37.23333333333334, PathLength, 110.0,
hMinimumConnectivity,Cost, 11262.782703430374, Score, 94.68333333333335, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1456.1815596841602, Score, -94.68333333333335, PathLength, 283.0,
hMaxDistance,Cost, 19.99165117818049, Score, 32.510000000000005, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 496.55715497127824, Score, -32.510000000000005, PathLength, 96.0,
hRandom,Cost, 46.477225357368496, Score, 32.050000000000004,sConstrainedRandomWalk,Cost, 492.86565701040854, Score, -32.050000000000004, PathLength, 95.0,
hRandomDirection,Cost, 20.732885169948283, Score, 34.00666666666667,sConstrainedRandomWalk,Cost, 522.1511243777005, Score, -34.00666666666667, PathLength, 101.0,
hRandomFixedDistance,Cost, 226.79257935299313, Score, 32.15333333333333,sConstrainedRandomWalk,Cost, 495.7692940838013, Score, -32.15333333333333, PathLength, 95.0,
hLowEdgeCostRandomFixedDistance,Cost, 56.8594837987985, Score, 30.58000000000002,sConstrainedRandomWalk,Cost, 468.68989288383295, Score, -30.58000000000002, PathLength, 90.0,
hRandomSet,Cost, 42.69170018762357, Score, 38.19333333333333,sConstrainedRandomWalk,Cost, 554.4023308589396, Score, -38.19333333333333, PathLength, 113.0,
hMinimumConnectivity,Cost, 19916.17447273525, Score, 64.34, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 934.9759573711727, Score, -64.34, PathLength, 192.0,
hMaxDistance,Cost, 458.52771322503213, Score, 33.01666666666668, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 479.2764358952078, Score, -33.01666666666668, PathLength, 98.0,
hRandom,Cost, 46.61325226606268, Score, 33.79666666666667,sConstrainedRandomWalk,Cost, 489.4615811851497, Score, -33.79666666666667, PathLength, 100.0,
hRandomDirection,Cost, 19.569815415349026, Score, 32.82000000000001,sConstrainedRandomWalk,Cost, 475.2390104459352, Score, -32.82000000000001, PathLength, 97.0,
hRandomFixedDistance,Cost, 239.32764096283438, Score, 33.11000000000001,sConstrainedRandomWalk,Cost, 478.7436440334779, Score, -33.11000000000001, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 86.20693685125003, Score, 33.04,sConstrainedRandomWalk,Cost, 481.101721803686, Score, -33.04, PathLength, 98.0,
hRandomSet,Cost, 31.661401786382804, Score, 36.680000000000014,sConstrainedRandomWalk,Cost, 504.9490438149348, Score, -36.680000000000014, PathLength, 109.0,
hMinimumConnectivity,Cost, 13550.812096285257, Score, 79.19, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 4,sConstrainedRandomWalk,Cost, 1093.0667685161145, Score, -79.19, PathLength, 236.0,
hMaxDistance,Cost, 162.11915598724786, Score, 33.56666666666665, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 462.48010320789996, Score, -33.56666666666665, PathLength, 99.0,
hRandom,Cost, 42.97074484187455, Score, 33.45666666666668,sConstrainedRandomWalk,Cost, 455.70721138764804, Score, -33.45666666666668, PathLength, 99.0,
hRandomDirection,Cost, 18.80502499920181, Score, 32.29666666666667,sConstrainedRandomWalk,Cost, 443.6792216752139, Score, -32.29666666666667, PathLength, 95.0,
hRandomFixedDistance,Cost, 134.7026081144168, Score, 32.00333333333332,sConstrainedRandomWalk,Cost, 443.30215639148423, Score, -32.00333333333332, PathLength, 95.0,
hLowEdgeCostRandomFixedDistance,Cost, 47.75350378096532, Score, 32.10333333333333,sConstrainedRandomWalk,Cost, 437.3542815755061, Score, -32.10333333333333, PathLength, 95.0,
hRandomSet,Cost, 45.771091292402495, Score, 36.35333333333335,sConstrainedRandomWalk,Cost, 546.5648201850082, Score, -36.35333333333335, PathLength, 108.0,
hMinimumConnectivity,Cost, 15809.911991351784, Score, 82.58, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1237.4786170364578, Score, -82.58, PathLength, 246.0,
hMaxDistance,Cost, 1535.2234821909412, Score, 36.63, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 544.736305737401, Score, -36.63, PathLength, 108.0,
hRandom,Cost, 47.821522872587686, Score, 31.840000000000003,sConstrainedRandomWalk,Cost, 472.49826088863983, Score, -31.840000000000003, PathLength, 94.0,
hRandomDirection,Cost, 20.467638243454402, Score, 29.62333333333334,sConstrainedRandomWalk,Cost, 441.4099336287962, Score, -29.62333333333334, PathLength, 87.0,
hRandomFixedDistance,Cost, 169.28814736086417, Score, 33.92666666666664,sConstrainedRandomWalk,Cost, 508.6520103521397, Score, -33.92666666666664, PathLength, 100.0,
hLowEdgeCostRandomFixedDistance,Cost, 88.04280937145614, Score, 32.16999999999999,sConstrainedRandomWalk,Cost, 476.86163673399176, Score, -32.16999999999999, PathLength, 95.0,
hRandomSet,Cost, 44.027282876729984, Score, 36.93333333333335,sConstrainedRandomWalk,Cost, 539.0057957030314, Score, -36.93333333333335, PathLength, 109.0,
hMinimumConnectivity,Cost, 19606.351833923065, Score, 68.25666666666665, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1014.3192271861479, Score, -68.25666666666665, PathLength, 203.0,
hMaxDistance,Cost, 451.7679381222429, Score, 35.33333333333334, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 519.8807482887264, Score, -35.33333333333334, PathLength, 105.0,
hRandom,Cost, 44.871618558693086, Score, 32.603333333333325,sConstrainedRandomWalk,Cost, 481.0788504506331, Score, -32.603333333333325, PathLength, 96.0,
hRandomDirection,Cost, 19.989151937987504, Score, 32.56666666666667,sConstrainedRandomWalk,Cost, 477.6207497674625, Score, -32.56666666666667, PathLength, 96.0,
hRandomFixedDistance,Cost, 147.91385149693446, Score, 31.920000000000005,sConstrainedRandomWalk,Cost, 470.064682084619, Score, -31.920000000000005, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 27.40731833202759, Score, 31.69666666666667,sConstrainedRandomWalk,Cost, 466.4005680084657, Score, -31.69666666666667, PathLength, 94.0,
hRandomSet,Cost, 49.1445823036808, Score, 37.589999999999996,sConstrainedRandomWalk,Cost, 569.080540396912, Score, -37.589999999999996, PathLength, 111.0,
hMinimumConnectivity,Cost, 20560.959024456493, Score, 59.740000000000016, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 908.2352829948329, Score, -59.740000000000016, PathLength, 178.0,
hMaxDistance,Cost, 1948.20882481315, Score, 32.59333333333333, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 494.077688092117, Score, -32.59333333333333, PathLength, 96.0,
hRandom,Cost, 47.830659205685095, Score, 33.18,sConstrainedRandomWalk,Cost, 504.70924319656297, Score, -33.18, PathLength, 98.0,
hRandomDirection,Cost, 19.77427694965242, Score, 29.78333333333333,sConstrainedRandomWalk,Cost, 452.4881683784494, Score, -29.78333333333333, PathLength, 88.0,
hRandomFixedDistance,Cost, 46.6479987193694, Score, 32.406666666666666,sConstrainedRandomWalk,Cost, 492.7894628501262, Score, -32.406666666666666, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 87.90709902396189, Score, 32.63666666666666,sConstrainedRandomWalk,Cost, 493.23364965322355, Score, -32.63666666666666, PathLength, 96.0,
hRandomSet,Cost, 42.20056169912561, Score, 38.05666666666666,sConstrainedRandomWalk,Cost, 555.035808412326, Score, -38.05666666666666, PathLength, 113.0,
hMinimumConnectivity,Cost, 18436.964428471118, Score, 72.18666666666662, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1061.067475386818, Score, -72.18666666666662, PathLength, 215.0,
hMaxDistance,Cost, 919.0229394523403, Score, 36.25666666666667, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 532.1398795429352, Score, -36.25666666666667, PathLength, 107.0,
hRandom,Cost, 45.44478701583594, Score, 30.23999999999999,sConstrainedRandomWalk,Cost, 440.2977649632709, Score, -30.23999999999999, PathLength, 89.0,
hRandomDirection,Cost, 20.389431874061827, Score, 31.73666666666668,sConstrainedRandomWalk,Cost, 464.5589923979176, Score, -31.73666666666668, PathLength, 94.0,
hRandomFixedDistance,Cost, 118.38674064207596, Score, 30.449999999999996,sConstrainedRandomWalk,Cost, 445.9720002286239, Score, -30.449999999999996, PathLength, 90.0,
hLowEdgeCostRandomFixedDistance,Cost, 64.39462151416113, Score, 30.53333333333334,sConstrainedRandomWalk,Cost, 443.8559712937199, Score, -30.53333333333334, PathLength, 90.0,
hRandomSet,Cost, 48.68563121642989, Score, 37.499999999999986,sConstrainedRandomWalk,Cost, 552.0732535753378, Score, -37.499999999999986, PathLength, 111.0,
hMinimumConnectivity,Cost, 19708.397879212225, Score, 77.05, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1139.53859681919, Score, -77.05, PathLength, 230.0,
hMaxDistance,Cost, 2004.9303415226032, Score, 35.629999999999995, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 525.5547424149337, Score, -35.629999999999995, PathLength, 105.0,
hRandom,Cost, 45.06019656374361, Score, 33.36666666666668,sConstrainedRandomWalk,Cost, 489.33214143418076, Score, -33.36666666666668, PathLength, 99.0,
hRandomDirection,Cost, 20.122924611135986, Score, 32.12666666666666,sConstrainedRandomWalk,Cost, 474.34734795670005, Score, -32.12666666666666, PathLength, 95.0,
