[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomFixedDistance,Cost, 9.666171843783589, Score, 32.470000000000006,sConstrainedRandomWalk,Cost, 48.095678639648895, Score, -32.470000000000006, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 1.4828241178898574, Score, 30.52333333333334,sConstrainedRandomWalk,Cost, 44.80936934199621, Score, -30.52333333333334, PathLength, 90.0,
hMinimumConnectivity,Cost, 1118.5196383059688, Score, 92.85666666666668,sConstrainedRandomWalk,Cost, 137.45428015062643, Score, -92.85666666666668, PathLength, 277.0,
hMaxDistance,Cost, 204.83902025532862, Score, 35.25999999999999,sConstrainedRandomWalk,Cost, 51.9974944297504, Score, -35.25999999999999, PathLength, 104.0,
hRandom,Cost, 4.352634372139324, Score, 32.26,sConstrainedRandomWalk,Cost, 47.05876816042649, Score, -32.26, PathLength, 95.0,
hRandomDirection,Cost, 2.016565134555037, Score, 32.470000000000006,sConstrainedRandomWalk,Cost, 47.50607574959584, Score, -32.470000000000006, PathLength, 96.0,
hRandomSet,Cost, 4.359259078268526, Score, 36.999999999999986,sConstrainedRandomWalk,Cost, 54.13252996014571, Score, -36.999999999999986, PathLength, 110.0,
hRandomFixedDistance,Cost, 24.183542992007784, Score, 34.763333333333335,sConstrainedRandomWalk,Cost, 51.34021985981296, Score, -34.763333333333335, PathLength, 103.0,
hLowEdgeCostRandomFixedDistance,Cost, 10.892837016093518, Score, 34.609999999999985,sConstrainedRandomWalk,Cost, 50.600425332981004, Score, -34.609999999999985, PathLength, 102.0,
hMinimumConnectivity,Cost, 1462.9811966670234, Score, 71.82666666666664,sConstrainedRandomWalk,Cost, 106.28811916085728, Score, -71.82666666666664, PathLength, 214.0,
hMaxDistance,Cost, 136.25554194743225, Score, 35.516666666666644,sConstrainedRandomWalk,Cost, 52.483976488093695, Score, -35.516666666666644, PathLength, 105.0,
hRandom,Cost, 4.670429380809364, Score, 33.41666666666667,sConstrainedRandomWalk,Cost, 50.624598365183004, Score, -33.41666666666667, PathLength, 99.0,
