[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1], {Topology,scalefree}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hLowEdgeCostRandomFixedDistance,Cost, 10.457109173278859, Score, 151.0758620689655,sConstrainedRandomWalk,Cost, 112.95445524411494, Score, -151.0758620689655, PathLength, 218.0,
hMinimumConnectivity,Cost, 14.811717250369398, Score, 205.14482758620693,sConstrainedRandomWalk,Cost, 152.07832699297447, Score, -205.14482758620693, PathLength, 296.0,
hMaxDistance,Cost, 132.83243819936476, Score, 149.3448275862069,sConstrainedRandomWalk,Cost, 110.81150162409011, Score, -149.3448275862069, PathLength, 215.0,
hRandom,Cost, 5.125428889660435, Score, 105.92810457516345,sConstrainedRandomWalk,Cost, 81.31162088119783, Score, -105.92810457516345, PathLength, 161.0,
hRandomDirection,Cost, 2.309673514558599, Score, 98.58169934640526,sConstrainedRandomWalk,Cost, 75.41198259557206, Score, -98.58169934640526, PathLength, 149.0,
hRandomSet,Cost, 8.85996656395876, Score, 138.02614379084966,sConstrainedRandomWalk,Cost, 106.0701576298634, Score, -138.02614379084966, PathLength, 210.0,
hRandomFixedDistance,Cost, 17.481765672280364, Score, 127.3660130718954,sConstrainedRandomWalk,Cost, 98.72333450393555, Score, -127.3660130718954, PathLength, 193.0,
hLowEdgeCostRandomFixedDistance,Cost, 16.51939966431697, Score, 120.55555555555554,sConstrainedRandomWalk,Cost, 92.09694793364515, Score, -120.55555555555554, PathLength, 183.0,
hMinimumConnectivity,Cost, 19.451576244810003, Score, 186.66666666666674,sConstrainedRandomWalk,Cost, 144.11202477163275, Score, -186.66666666666674, PathLength, 284.0,
hMaxDistance,Cost, 199.77362215696706, Score, 117.03921568627453,sConstrainedRandomWalk,Cost, 89.88611365534287, Score, -117.03921568627453, PathLength, 178.0,
