[100, [RandomSet,1][RandomDirection,1][Random,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][OptimalBacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,1000}, {EdgeWeight,100.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hLowEdgeCostRandomFixedDistance,Cost, 5621.449589006644, Score, 79.5479333333333,sRandomWalk,Cost, 9253.888462256811, Score, -60.84266666666665, PathLength, 181.0,sConstrainedRandomWalk,Cost, 9042.682555119169, Score, -59.73766666666664, PathLength, 178.0,sLowEdgeCost,Cost, 5982.642256194333, Score, -51.93766666666666, PathLength, 154.0,sDepthFirstSearch,Cost, 6815.7820430722895, Score, -47.32833333333342, PathLength, 140.0,sDepthFirstSearchLowCost,Cost, 4621.411214241658, Score, -45.396000000000015, PathLength, 135.0,sBreadthFirstSearch,Cost, 11012.809895549719, Score, -160.57166666666666, PathLength, 480.0,sBreadthFirstSearchLowCost,Cost, 10715.234716424675, Score, -156.13833333333372, PathLength, 467.0,sBacktrackPath,Cost, 11658.604390137496, Score, -103.65766666666676, PathLength, 309.0,sVariableBacktrackPath,Cost, 8544.552141864158, Score, -70.45600000000005, PathLength, 210.0,sLeastConnectedFirst,Cost, 6027.707426376914, Score, -39.41333333333336, PathLength, 117.0,
hMinimumConnectivity,Cost, 770567.1266005371, Score, 121.52340000000002,sRandomWalk,Cost, 16944.89778666472, Score, -111.36200000000001, PathLength, 333.0,sConstrainedRandomWalk,Cost, 16757.59143958172, Score, -110.15399999999998, PathLength, 329.0,sLowEdgeCost,Cost, 12601.7357425013, Score, -94.46666666666667, PathLength, 282.0,sDepthFirstSearch,Cost, 8866.246335893038, Score, -61.526666666666685, PathLength, 183.0,sDepthFirstSearchLowCost,Cost, 6204.258489784366, Score, -59.5886666666666, PathLength, 177.0,sBreadthFirstSearch,Cost, 14112.114792526361, Score, -205.98766666666685, PathLength, 616.0,sBreadthFirstSearchLowCost,Cost, 14217.36168649844, Score, -207.1129999999998, PathLength, 620.0,sBacktrackPath,Cost, 23618.336003190936, Score, -190.29366666666667, PathLength, 569.0,sVariableBacktrackPath,Cost, 18283.698774810015, Score, -135.51133333333334, PathLength, 405.0,sLeastConnectedFirst,Cost, 5979.216944008166, Score, -39.230333333333334, PathLength, 116.0,
hMaxDistance,Cost, 130943.88786139167, Score, 72.6662333333332,sRandomWalk,Cost, 7865.339229530505, Score, -51.916333333333306, PathLength, 154.0,sConstrainedRandomWalk,Cost, 7601.500936704179, Score, -50.10599999999995, PathLength, 149.0,sLowEdgeCost,Cost, 5406.67827603502, Score, -48.149999999999984, PathLength, 143.0,sDepthFirstSearch,Cost, 6563.6329550555365, Score, -45.60133333333327, PathLength, 135.0,sDepthFirstSearchLowCost,Cost, 4396.047189338809, Score, -43.52733333333328, PathLength, 129.0,sBreadthFirstSearch,Cost, 10066.346071134694, Score, -146.52466666666655, PathLength, 438.0,sBreadthFirstSearchLowCost,Cost, 9608.119483447452, Score, -140.17866666666663, PathLength, 419.0,sBacktrackPath,Cost, 10447.478624446881, Score, -94.76166666666664, PathLength, 283.0,sVariableBacktrackPath,Cost, 7945.577624883111, Score, -66.36866666666671, PathLength, 198.0,sLeastConnectedFirst,Cost, 6048.551239911938, Score, -39.52766666666664, PathLength, 117.0,
hRandomSet,Cost, 1708.562842875192, Score, 84.76796666666668,sRandomWalk,Cost, 8787.455307546368, Score, -59.90100000000001, PathLength, 178.0,sConstrainedRandomWalk,Cost, 8707.111957882882, Score, -59.44000000000002, PathLength, 177.0,sLowEdgeCost,Cost, 6688.4088914806025, Score, -57.5236666666667, PathLength, 171.0,sDepthFirstSearch,Cost, 6817.247875004452, Score, -49.01866666666663, PathLength, 146.0,sDepthFirstSearchLowCost,Cost, 4347.427462228454, Score, -45.01799999999997, PathLength, 134.0,sBreadthFirstSearch,Cost, 10925.899467257654, Score, -185.79666666666682, PathLength, 556.0,sBreadthFirstSearchLowCost,Cost, 10696.56518506008, Score, -183.46600000000032, PathLength, 549.0,sBacktrackPath,Cost, 11531.552382152433, Score, -106.72300000000018, PathLength, 319.0,sVariableBacktrackPath,Cost, 7524.298718202905, Score, -64.36099999999995, PathLength, 192.0,sLeastConnectedFirst,Cost, 5267.981754684282, Score, -36.431666666666686, PathLength, 108.0,
hRandomDirection,Cost, 1148.310330091019, Score, 72.41220000000003,sRandomWalk,Cost, 6803.371224707968, Score, -46.74500000000002, PathLength, 139.0,sConstrainedRandomWalk,Cost, 6748.003162289433, Score, -46.28400000000003, PathLength, 137.0,sLowEdgeCost,Cost, 4799.195795455529, Score, -44.84499999999997, PathLength, 133.0,sDepthFirstSearch,Cost, 6352.574014191864, Score, -45.71133333333339, PathLength, 136.0,sDepthFirstSearchLowCost,Cost, 3827.6163931780916, Score, -40.537333333333315, PathLength, 120.0,sBreadthFirstSearch,Cost, 9411.71160454893, Score, -159.846333333333, PathLength, 478.0,sBreadthFirstSearchLowCost,Cost, 9146.52149785808, Score, -156.53333333333353, PathLength, 468.0,sBacktrackPath,Cost, 9581.099324442723, Score, -91.83100000000006, PathLength, 274.0,sVariableBacktrackPath,Cost, 6119.17531063897, Score, -54.54300000000005, PathLength, 162.0,sLeastConnectedFirst,Cost, 5375.336654252737, Score, -37.24566666666666, PathLength, 110.0,
hRandom,Cost, 2314.794470921318, Score, 74.16219999999998,sRandomWalk,Cost, 6962.347427695865, Score, -47.81866666666658, PathLength, 142.0,sConstrainedRandomWalk,Cost, 6931.251907754891, Score, -47.575333333333326, PathLength, 141.0,sLowEdgeCost,Cost, 4987.448668004217, Score, -46.19233333333337, PathLength, 137.0,sDepthFirstSearch,Cost, 6391.5165506939, Score, -46.00000000000002, PathLength, 137.0,sDepthFirstSearchLowCost,Cost, 3902.268157023406, Score, -41.20499999999997, PathLength, 122.0,sBreadthFirstSearch,Cost, 9674.39098473439, Score, -164.445, PathLength, 492.0,sBreadthFirstSearchLowCost,Cost, 9462.924786715726, Score, -162.20400000000018, PathLength, 485.0,sBacktrackPath,Cost, 9664.461886376359, Score, -92.60533333333314, PathLength, 276.0,sVariableBacktrackPath,Cost, 6340.752651014218, Score, -56.08533333333338, PathLength, 167.0,sLeastConnectedFirst,Cost, 5420.279838311866, Score, -37.49100000000002, PathLength, 111.0,
hRandomFixedDistance,Cost, 6152.831026075467, Score, 78.94239999999995,sRandomWalk,Cost, 7541.574246936577, Score, -51.820666666666675, PathLength, 154.0,sConstrainedRandomWalk,Cost, 7625.249781557011, Score, -52.24000000000001, PathLength, 155.0,sLowEdgeCost,Cost, 5593.955479386279, Score, -50.237333333333325, PathLength, 149.0,sDepthFirstSearch,Cost, 6611.626684738224, Score, -47.59599999999996, PathLength, 141.0,sDepthFirstSearchLowCost,Cost, 4147.162547537418, Score, -43.09866666666663, PathLength, 128.0,sBreadthFirstSearch,Cost, 10278.233067743051, Score, -174.64899999999994, PathLength, 522.0,sBreadthFirstSearchLowCost,Cost, 10068.679377469307, Score, -172.95633333333333, PathLength, 517.0,sBacktrackPath,Cost, 10879.602918572053, Score, -101.83699999999992, PathLength, 304.0,sVariableBacktrackPath,Cost, 6638.09848014432, Score, -58.0743333333333, PathLength, 173.0,sLeastConnectedFirst,Cost, 5328.198438342959, Score, -36.914666666666676, PathLength, 109.0,
hLowEdgeCostRandomFixedDistance,Cost, 10178.454364906196, Score, 77.95673333333332,sRandomWalk,Cost, 7549.520874320138, Score, -51.843666666666664, PathLength, 154.0,sConstrainedRandomWalk,Cost, 7611.70834119761, Score, -52.22333333333331, PathLength, 155.0,sLowEdgeCost,Cost, 5465.108390581769, Score, -49.35600000000006, PathLength, 147.0,sDepthFirstSearch,Cost, 6576.997257177189, Score, -47.337333333333284, PathLength, 141.0,sDepthFirstSearchLowCost,Cost, 4095.470247115635, Score, -42.883, PathLength, 127.0,sBreadthFirstSearch,Cost, 10046.296328251457, Score, -171.01600000000045, PathLength, 512.0,sBreadthFirstSearchLowCost,Cost, 9874.01303501223, Score, -169.90766666666636, PathLength, 508.0,sBacktrackPath,Cost, 10643.466057886262, Score, -99.92466666666681, PathLength, 298.0,sVariableBacktrackPath,Cost, 6634.645133162948, Score, -58.12066666666658, PathLength, 173.0,sLeastConnectedFirst,Cost, 5343.160810393448, Score, -36.95500000000001, PathLength, 109.0,
hMinimumConnectivity,Cost, 899848.7948602025, Score, 111.05166666666648,sRandomWalk,Cost, 13545.494858351152, Score, -92.04833333333329, PathLength, 275.0,sConstrainedRandomWalk,Cost, 13188.885975245505, Score, -89.51699999999995, PathLength, 267.0,sLowEdgeCost,Cost, 11429.050656693807, Score, -89.21999999999998, PathLength, 266.0,sDepthFirstSearch,Cost, 7579.13360819817, Score, -54.52133333333334, PathLength, 162.0,sDepthFirstSearchLowCost,Cost, 5232.9625441129, Score, -53.85300000000001, PathLength, 160.0,sBreadthFirstSearch,Cost, 13494.136920519193, Score, -229.41733333333335, PathLength, 687.0,sBreadthFirstSearchLowCost,Cost, 13188.090434775451, Score, -225.99033333333307, PathLength, 676.0,sBacktrackPath,Cost, 17803.923918238168, Score, -152.80966666666677, PathLength, 457.0,sVariableBacktrackPath,Cost, 10741.432898885832, Score, -86.2876666666668, PathLength, 257.0,sLeastConnectedFirst,Cost, 5316.293577403946, Score, -36.85199999999998, PathLength, 109.0,
hMaxDistance,Cost, 131754.68772506458, Score, 74.38283333333324,sRandomWalk,Cost, 7126.540635014651, Score, -48.905333333333324, PathLength, 145.0,sConstrainedRandomWalk,Cost, 6996.7260880785425, Score, -48.10366666666663, PathLength, 143.0,sLowEdgeCost,Cost, 4950.3322308589, Score, -45.89766666666664, PathLength, 136.0,sDepthFirstSearch,Cost, 6428.746721344053, Score, -46.35666666666664, PathLength, 138.0,sDepthFirstSearchLowCost,Cost, 3937.1402136565757, Score, -41.389999999999965, PathLength, 123.0,sBreadthFirstSearch,Cost, 9688.965093704619, Score, -164.53566666666651, PathLength, 492.0,sBreadthFirstSearchLowCost,Cost, 9372.859519016842, Score, -160.39099999999974, PathLength, 480.0,sBacktrackPath,Cost, 9749.172458960396, Score, -93.13133333333329, PathLength, 278.0,sVariableBacktrackPath,Cost, 6571.428340168101, Score, -57.64200000000004, PathLength, 171.0,sLeastConnectedFirst,Cost, 5418.858071279883, Score, -37.47500000000003, PathLength, 111.0,
hRandomSet,Cost, 1666.0919684357787, Score, 82.13679999999994,sRandomWalk,Cost, 7690.543291211351, Score, -52.92166666666667, PathLength, 157.0,sConstrainedRandomWalk,Cost, 7800.6824277851565, Score, -53.83466666666667, PathLength, 160.0,sLowEdgeCost,Cost, 6259.8996529625465, Score, -55.52733333333343, PathLength, 165.0,sDepthFirstSearch,Cost, 7725.287617543826, Score, -49.820666666666625, PathLength, 148.0,sDepthFirstSearchLowCost,Cost, 4864.165343892492, Score, -49.86033333333328, PathLength, 148.0,sBreadthFirstSearch,Cost, 9505.557302927988, Score, -168.52100000000002, PathLength, 504.0,sBreadthFirstSearchLowCost,Cost, 9316.664979198535, Score, -164.34833333333347, PathLength, 492.0,sBacktrackPath,Cost, 12476.102443296391, Score, -118.08999999999996, PathLength, 353.0,sVariableBacktrackPath,Cost, 8484.466752496968, Score, -73.02866666666658, PathLength, 218.0,sLeastConnectedFirst,Cost, 5387.020346647931, Score, -35.41533333333336, PathLength, 105.0,
hRandomDirection,Cost, 1140.093356818216, Score, 72.11599999999999,sRandomWalk,Cost, 6791.527056581163, Score, -46.796, PathLength, 139.0,sConstrainedRandomWalk,Cost, 6686.6471014071, Score, -46.15166666666668, PathLength, 137.0,sLowEdgeCost,Cost, 4804.693145019462, Score, -45.70533333333329, PathLength, 136.0,sDepthFirstSearch,Cost, 6845.842706598153, Score, -44.050000000000026, PathLength, 131.0,sDepthFirstSearchLowCost,Cost, 4183.226403528838, Score, -44.139999999999944, PathLength, 131.0,sBreadthFirstSearch,Cost, 8333.623340140372, Score, -148.46400000000006, PathLength, 444.0,sBreadthFirstSearchLowCost,Cost, 8304.258600570613, Score, -147.10833333333343, PathLength, 440.0,sBacktrackPath,Cost, 10175.461697894521, Score, -99.27566666666682, PathLength, 296.0,sVariableBacktrackPath,Cost, 7002.22668403703, Score, -62.707000000000015, PathLength, 187.0,sLeastConnectedFirst,Cost, 5577.499590430373, Score, -36.761999999999944, PathLength, 109.0,
hRandom,Cost, 2368.79893959952, Score, 74.3904666666666,sRandomWalk,Cost, 6866.20171797678, Score, -47.250666666666646, PathLength, 140.0,sConstrainedRandomWalk,Cost, 6988.371888726952, Score, -48.2919999999999, PathLength, 143.0,sLowEdgeCost,Cost, 5140.787885204783, Score, -48.01633333333334, PathLength, 143.0,sDepthFirstSearch,Cost, 6943.253992785384, Score, -44.73533333333334, PathLength, 133.0,sDepthFirstSearchLowCost,Cost, 4334.959144403201, Score, -45.44266666666664, PathLength, 135.0,sBreadthFirstSearch,Cost, 8683.901245756917, Score, -154.5226666666666, PathLength, 462.0,sBreadthFirstSearchLowCost,Cost, 8482.580515298758, Score, -149.64466666666675, PathLength, 447.0,sBacktrackPath,Cost, 10581.943104942084, Score, -102.89433333333331, PathLength, 307.0,sVariableBacktrackPath,Cost, 7588.061910035765, Score, -66.93766666666671, PathLength, 199.0,sLeastConnectedFirst,Cost, 5490.51481931214, Score, -36.16833333333327, PathLength, 107.0,
hRandomFixedDistance,Cost, 5019.3211500621865, Score, 79.03549999999998,sRandomWalk,Cost, 7236.038743893413, Score, -49.94166666666659, PathLength, 148.0,sConstrainedRandomWalk,Cost, 7319.345648101451, Score, -50.517000000000024, PathLength, 150.0,sLowEdgeCost,Cost, 5767.760702362474, Score, -52.16066666666669, PathLength, 155.0,sDepthFirstSearch,Cost, 7335.93622843182, Score, -47.2276666666666, PathLength, 140.0,sDepthFirstSearchLowCost,Cost, 4633.166207757993, Score, -47.877333333333304, PathLength, 142.0,sBreadthFirstSearch,Cost, 9250.868277752787, Score, -164.15600000000012, PathLength, 491.0,sBreadthFirstSearchLowCost,Cost, 9005.681382635528, Score, -159.0783333333332, PathLength, 476.0,sBacktrackPath,Cost, 11994.945693561798, Score, -114.4589999999998, PathLength, 342.0,sVariableBacktrackPath,Cost, 7936.571540549743, Score, -69.09266666666669, PathLength, 206.0,sLeastConnectedFirst,Cost, 5449.039215095949, Score, -35.84466666666667, PathLength, 106.0,
hLowEdgeCostRandomFixedDistance,Cost, 9111.585228878525, Score, 79.29470000000002,sRandomWalk,Cost, 7288.977717798879, Score, -50.31633333333336, PathLength, 149.0,sConstrainedRandomWalk,Cost, 7468.955067372531, Score, -51.48333333333333, PathLength, 153.0,sLowEdgeCost,Cost, 5609.650371712011, Score, -51.250666666666646, PathLength, 152.0,sDepthFirstSearch,Cost, 7296.436791574801, Score, -47.04300000000002, PathLength, 140.0,sDepthFirstSearchLowCost,Cost, 4663.858278017199, Score, -48.14299999999999, PathLength, 143.0,sBreadthFirstSearch,Cost, 9226.96781825119, Score, -163.86033333333336, PathLength, 490.0,sBreadthFirstSearchLowCost,Cost, 9017.984633121376, Score, -159.07800000000012, PathLength, 476.0,sBacktrackPath,Cost, 12425.137191386882, Score, -117.33333333333341, PathLength, 351.0,sVariableBacktrackPath,Cost, 7807.987696975331, Score, -68.41933333333341, PathLength, 204.0,sLeastConnectedFirst,Cost, 5472.720418350784, Score, -36.01966666666669, PathLength, 107.0,
hMinimumConnectivity,Cost, 715154.5810571377, Score, 104.50846666666673,sRandomWalk,Cost, 10184.866648305004, Score, -70.3376666666666, PathLength, 210.0,sConstrainedRandomWalk,Cost, 10472.724579641865, Score, -72.32033333333332, PathLength, 215.0,sLowEdgeCost,Cost, 9085.556268720662, Score, -75.0426666666667, PathLength, 224.0,sDepthFirstSearch,Cost, 9187.15545384318, Score, -59.047666666666636, PathLength, 176.0,sDepthFirstSearchLowCost,Cost, 5629.263210680476, Score, -57.29766666666654, PathLength, 170.0,sBreadthFirstSearch,Cost, 11256.64404619596, Score, -199.2470000000002, PathLength, 596.0,sBreadthFirstSearchLowCost,Cost, 10948.384207137833, Score, -192.69233333333358, PathLength, 577.0,sBacktrackPath,Cost, 21118.22107140911, Score, -185.31399999999982, PathLength, 554.0,sVariableBacktrackPath,Cost, 12843.384830514653, Score, -104.25033333333339, PathLength, 311.0,sLeastConnectedFirst,Cost, 4553.29970080487, Score, -29.535000000000032, PathLength, 87.0,
hMaxDistance,Cost, 133980.60636426782, Score, 74.21536666666658,sRandomWalk,Cost, 6942.346344014237, Score, -47.888666666666644, PathLength, 142.0,sConstrainedRandomWalk,Cost, 6856.438449331168, Score, -47.377666666666606, PathLength, 141.0,sLowEdgeCost,Cost, 5164.4049952579935, Score, -48.16766666666667, PathLength, 143.0,sDepthFirstSearch,Cost, 7075.55758720776, Score, -45.618000000000016, PathLength, 135.0,sDepthFirstSearchLowCost,Cost, 4391.486130983881, Score, -45.80866666666669, PathLength, 136.0,sBreadthFirstSearch,Cost, 8548.683870238721, Score, -152.16633333333323, PathLength, 455.0,sBreadthFirstSearchLowCost,Cost, 8563.642967890057, Score, -151.35633333333354, PathLength, 453.0,sBacktrackPath,Cost, 10593.265915660355, Score, -102.68399999999997, PathLength, 307.0,sVariableBacktrackPath,Cost, 7277.406318943488, Score, -64.647, PathLength, 192.0,sLeastConnectedFirst,Cost, 5533.654091860309, Score, -36.43933333333334, PathLength, 108.0,
hRandomSet,Cost, 1945.362724314778, Score, 70.5002333333334,sRandomWalk,Cost, 7135.865318477957, Score, -47.25400000000004, PathLength, 140.0,sConstrainedRandomWalk,Cost, 7129.339472888298, Score, -47.30966666666675, PathLength, 140.0,sLowEdgeCost,Cost, 5997.942351761419, Score, -51.223666666666645, PathLength, 152.0,sDepthFirstSearch,Cost, 6277.70872650722, Score, -43.17799999999998, PathLength, 128.0,sDepthFirstSearchLowCost,Cost, 4769.41635383536, Score, -44.89200000000002, PathLength, 133.0,sBreadthFirstSearch,Cost, 10686.821416313245, Score, -145.9143333333333, PathLength, 436.0,sBreadthFirstSearchLowCost,Cost, 10627.519329054103, Score, -147.54366666666698, PathLength, 441.0,sBacktrackPath,Cost, 8912.438175171044, Score, -80.03200000000008, PathLength, 239.0,sVariableBacktrackPath,Cost, 7218.720354030098, Score, -60.681, PathLength, 181.0,sLeastConnectedFirst,Cost, 5408.62643701125, Score, -36.97400000000004, PathLength, 109.0,
hRandomDirection,Cost, 1266.3206332892164, Score, 65.73839999999998,sRandomWalk,Cost, 6714.480262338572, Score, -44.59000000000005, PathLength, 132.0,sConstrainedRandomWalk,Cost, 6671.946878269877, Score, -44.261333333333276, PathLength, 131.0,sLowEdgeCost,Cost, 5369.304318413552, Score, -47.20799999999999, PathLength, 140.0,sDepthFirstSearch,Cost, 5880.845970350186, Score, -40.49499999999999, PathLength, 120.0,sDepthFirstSearchLowCost,Cost, 4515.277427107047, Score, -43.1453333333333, PathLength, 128.0,sBreadthFirstSearch,Cost, 10069.70125576892, Score, -137.39333333333354, PathLength, 411.0,sBreadthFirstSearchLowCost,Cost, 9686.968577873458, Score, -134.75400000000008, PathLength, 403.0,sBacktrackPath,Cost, 8047.093079076525, Score, -73.66866666666662, PathLength, 220.0,sVariableBacktrackPath,Cost, 6133.417013677146, Score, -53.352333333333405, PathLength, 159.0,sLeastConnectedFirst,Cost, 5650.686897332324, Score, -38.516, PathLength, 114.0,
hRandom,Cost, 2593.93401079221, Score, 67.71516666666665,sRandomWalk,Cost, 6880.186356384767, Score, -45.650333333333336, PathLength, 135.0,sConstrainedRandomWalk,Cost, 6764.500167517382, Score, -44.84766666666663, PathLength, 133.0,sLowEdgeCost,Cost, 5420.552170021543, Score, -47.404333333333305, PathLength, 141.0,sDepthFirstSearch,Cost, 6004.624633635186, Score, -41.30566666666669, PathLength, 122.0,sDepthFirstSearchLowCost,Cost, 4635.120247631726, Score, -43.88799999999999, PathLength, 130.0,sBreadthFirstSearch,Cost, 10437.856063750907, Score, -142.63566666666654, PathLength, 426.0,sBreadthFirstSearchLowCost,Cost, 10072.973564752323, Score, -139.8056666666668, PathLength, 418.0,sBacktrackPath,Cost, 8578.469890250737, Score, -77.71199999999997, PathLength, 232.0,sVariableBacktrackPath,Cost, 6469.824621607072, Score, -55.420666666666705, PathLength, 165.0,sLeastConnectedFirst,Cost, 5647.374556022142, Score, -38.48166666666669, PathLength, 114.0,
