[100, [RandomSet,1][RandomDirection,1][Random,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][OptimalBacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,1000}, {EdgeWeight,100.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandomSet,Cost, 3540.0777288190397, Score, 91.69596666666658,sRandomWalk,Cost, 9383.646701230162, Score, -63.338333333333416, PathLength, 189.0,sConstrainedRandomWalk,Cost, 9187.298511508252, Score, -62.05233333333334, PathLength, 185.0,sLowEdgeCost,Cost, 6568.53405151771, Score, -55.25566666666661, PathLength, 164.0,sDepthFirstSearch,Cost, 7795.96878231569, Score, -51.30999999999999, PathLength, 152.0,sDepthFirstSearchLowCost,Cost, 5276.924636855366, Score, -48.71166666666665, PathLength, 145.0,sBreadthFirstSearch,Cost, 11792.419009268946, Score, -180.19200000000006, PathLength, 539.0,sBreadthFirstSearchLowCost,Cost, 11693.037800262686, Score, -178.5979999999998, PathLength, 534.0,sBacktrackPath,Cost, 16065.9244916222, Score, -138.16066666666663, PathLength, 413.0,sVariableBacktrackPath,Cost, 13071.321245502373, Score, -101.554, PathLength, 303.0,sLeastConnectedFirst,Cost, 5645.710889271257, Score, -37.78700000000004, PathLength, 112.0,
hRandomDirection,Cost, 2817.558495002444, Score, 83.17360000000009,sRandomWalk,Cost, 8103.791821819283, Score, -54.740666666666634, PathLength, 163.0,sConstrainedRandomWalk,Cost, 8075.058306826205, Score, -54.487999999999985, PathLength, 162.0,sLowEdgeCost,Cost, 6069.786816625515, Score, -51.97433333333326, PathLength, 154.0,sDepthFirstSearch,Cost, 7228.14035013858, Score, -47.74066666666666, PathLength, 142.0,sDepthFirstSearchLowCost,Cost, 4924.094193628323, Score, -45.77866666666665, PathLength, 136.0,sBreadthFirstSearch,Cost, 11033.674500092671, Score, -168.64199999999985, PathLength, 504.0,sBreadthFirstSearchLowCost,Cost, 10939.398270439518, Score, -167.36300000000014, PathLength, 501.0,sBacktrackPath,Cost, 13348.701585069013, Score, -117.61866666666675, PathLength, 351.0,sVariableBacktrackPath,Cost, 10633.32166478252, Score, -85.05999999999997, PathLength, 254.0,sLeastConnectedFirst,Cost, 5746.8364058969355, Score, -38.329999999999984, PathLength, 113.0,
hRandom,Cost, 6796.020158223253, Score, 88.24746666666672,sRandomWalk,Cost, 8737.141821593086, Score, -58.900999999999996, PathLength, 175.0,sConstrainedRandomWalk,Cost, 9007.808264577538, Score, -60.832666666666725, PathLength, 181.0,sLowEdgeCost,Cost, 6320.355045479014, Score, -53.63366666666665, PathLength, 159.0,sDepthFirstSearch,Cost, 7565.2811679402275, Score, -49.80466666666665, PathLength, 148.0,sDepthFirstSearchLowCost,Cost, 5140.669076013895, Score, -47.590333333333376, PathLength, 141.0,sBreadthFirstSearch,Cost, 11496.022137483327, Score, -176.0186666666666, PathLength, 527.0,sBreadthFirstSearchLowCost,Cost, 11311.5663359488, Score, -173.10133333333323, PathLength, 518.0,sBacktrackPath,Cost, 15186.334406797769, Score, -131.4423333333334, PathLength, 393.0,sVariableBacktrackPath,Cost, 11835.775977616062, Score, -93.15733333333347, PathLength, 278.0,sLeastConnectedFirst,Cost, 5711.198877130086, Score, -37.992666666666715, PathLength, 112.0,
hRandomFixedDistance,Cost, 25707.020574378737, Score, 85.83503333333329,sRandomWalk,Cost, 8437.244644751774, Score, -57.031333333333365, PathLength, 170.0,sConstrainedRandomWalk,Cost, 8379.892303558787, Score, -56.54000000000007, PathLength, 168.0,sLowEdgeCost,Cost, 6166.746437794796, Score, -52.554333333333325, PathLength, 156.0,sDepthFirstSearch,Cost, 7394.429425660037, Score, -48.75433333333335, PathLength, 145.0,sDepthFirstSearchLowCost,Cost, 5035.784037582615, Score, -46.79600000000006, PathLength, 139.0,sBreadthFirstSearch,Cost, 11259.97529205392, Score, -172.21666666666684, PathLength, 515.0,sBreadthFirstSearchLowCost,Cost, 11140.468744629456, Score, -170.6896666666666, PathLength, 511.0,sBacktrackPath,Cost, 14233.802373208391, Score, -124.07266666666656, PathLength, 371.0,sVariableBacktrackPath,Cost, 11626.990285112277, Score, -91.6153333333333, PathLength, 273.0,sLeastConnectedFirst,Cost, 5716.231728300441, Score, -38.08000000000005, PathLength, 113.0,
hLowEdgeCostRandomFixedDistance,Cost, 9944.989301053973, Score, 87.55326666666674,sRandomWalk,Cost, 8716.248246243258, Score, -58.88466666666656, PathLength, 175.0,sConstrainedRandomWalk,Cost, 8850.089854670601, Score, -59.77266666666672, PathLength, 178.0,sLowEdgeCost,Cost, 6251.552696163409, Score, -53.031000000000006, PathLength, 158.0,sDepthFirstSearch,Cost, 7594.006710416479, Score, -49.9873333333333, PathLength, 148.0,sDepthFirstSearchLowCost,Cost, 5092.785658421333, Score, -47.06966666666668, PathLength, 140.0,sBreadthFirstSearch,Cost, 11418.197751013267, Score, -174.63166666666655, PathLength, 522.0,sBreadthFirstSearchLowCost,Cost, 11356.558105682787, Score, -173.7893333333333, PathLength, 520.0,sBacktrackPath,Cost, 14740.230508375864, Score, -128.02800000000002, PathLength, 383.0,sVariableBacktrackPath,Cost, 11730.568075566107, Score, -92.3416666666666, PathLength, 276.0,sLeastConnectedFirst,Cost, 5704.340661145619, Score, -37.99666666666666, PathLength, 112.0,
hMinimumConnectivity,Cost, 1630427.2910419677, Score, 101.89209999999997,sRandomWalk,Cost, 10301.726030247482, Score, -69.30833333333332, PathLength, 206.0,sConstrainedRandomWalk,Cost, 10257.552215640315, Score, -69.24566666666668, PathLength, 206.0,sLowEdgeCost,Cost, 7408.919643892545, Score, -60.82199999999996, PathLength, 181.0,sDepthFirstSearch,Cost, 8355.335159389479, Score, -54.93833333333326, PathLength, 163.0,sDepthFirstSearchLowCost,Cost, 5635.975153736158, Score, -51.8406666666667, PathLength, 154.0,sBreadthFirstSearch,Cost, 12567.270757045393, Score, -191.76833333333343, PathLength, 574.0,sBreadthFirstSearchLowCost,Cost, 12387.65763610861, Score, -189.70133333333294, PathLength, 568.0,sBacktrackPath,Cost, 21393.457660912332, Score, -177.55866666666665, PathLength, 531.0,sVariableBacktrackPath,Cost, 15662.82268661365, Score, -119.63099999999991, PathLength, 357.0,sLeastConnectedFirst,Cost, 5137.896750460919, Score, -34.10666666666661, PathLength, 101.0,
hMaxDistance,Cost, 430549.29206418275, Score, 84.31470000000003,sRandomWalk,Cost, 8337.334594201002, Score, -56.32266666666667, PathLength, 167.0,sConstrainedRandomWalk,Cost, 8226.39857505179, Score, -55.611333333333285, PathLength, 165.0,sLowEdgeCost,Cost, 6001.380347362361, Score, -51.53466666666665, PathLength, 153.0,sDepthFirstSearch,Cost, 7241.292517782507, Score, -47.818, PathLength, 142.0,sDepthFirstSearchLowCost,Cost, 4980.041661559281, Score, -46.137666666666746, PathLength, 137.0,sBreadthFirstSearch,Cost, 11011.137137232636, Score, -168.51500000000004, PathLength, 504.0,sBreadthFirstSearchLowCost,Cost, 10926.382995618662, Score, -167.41866666666664, PathLength, 501.0,sBacktrackPath,Cost, 14099.093917220882, Score, -123.37399999999988, PathLength, 369.0,sVariableBacktrackPath,Cost, 11134.203122939698, Score, -88.3180000000001, PathLength, 263.0,sLeastConnectedFirst,Cost, 5715.212396690284, Score, -38.09699999999996, PathLength, 113.0,
hRandomSet,Cost, 3797.294510093428, Score, 89.70900000000002,sRandomWalk,Cost, 9992.832183358765, Score, -64.82066666666668, PathLength, 193.0,sConstrainedRandomWalk,Cost, 9977.844481154683, Score, -64.84099999999991, PathLength, 193.0,sLowEdgeCost,Cost, 7185.824985363751, Score, -58.796666666666695, PathLength, 175.0,sDepthFirstSearch,Cost, 8158.715705975754, Score, -54.085333333333324, PathLength, 161.0,sDepthFirstSearchLowCost,Cost, 4742.4537188009, Score, -46.926333333333375, PathLength, 139.0,sBreadthFirstSearch,Cost, 13463.02556615655, Score, -188.92700000000002, PathLength, 565.0,sBreadthFirstSearchLowCost,Cost, 13153.286144480033, Score, -186.08866666666637, PathLength, 557.0,sBacktrackPath,Cost, 14708.249768603724, Score, -118.98733333333351, PathLength, 355.0,sVariableBacktrackPath,Cost, 9191.869318027952, Score, -73.27700000000003, PathLength, 218.0,sLeastConnectedFirst,Cost, 5954.72184440114, Score, -40.34000000000002, PathLength, 120.0,
hRandomDirection,Cost, 3017.5221954978297, Score, 81.31569999999995,sRandomWalk,Cost, 8450.219594575343, Score, -55.18633333333335, PathLength, 164.0,sConstrainedRandomWalk,Cost, 8499.476135307003, Score, -55.28866666666672, PathLength, 164.0,sLowEdgeCost,Cost, 6409.66323292767, Score, -54.02433333333343, PathLength, 161.0,sDepthFirstSearch,Cost, 7420.443541544959, Score, -49.228000000000016, PathLength, 146.0,sDepthFirstSearchLowCost,Cost, 4536.966057455241, Score, -45.1366666666667, PathLength, 134.0,sBreadthFirstSearch,Cost, 12334.376058313637, Score, -172.87333333333333, PathLength, 517.0,sBreadthFirstSearchLowCost,Cost, 12006.734420896244, Score, -169.85899999999992, PathLength, 508.0,sBacktrackPath,Cost, 12161.226488446831, Score, -101.89366666666675, PathLength, 304.0,sVariableBacktrackPath,Cost, 8441.717822869361, Score, -68.26799999999997, PathLength, 203.0,sLeastConnectedFirst,Cost, 6135.038548170053, Score, -41.39900000000003, PathLength, 123.0,
hRandom,Cost, 7177.68062194707, Score, 84.93799999999997,sRandomWalk,Cost, 8854.733715116652, Score, -57.691666666666585, PathLength, 172.0,sConstrainedRandomWalk,Cost, 8947.516845167076, Score, -58.38566666666669, PathLength, 174.0,sLowEdgeCost,Cost, 6786.420799090296, Score, -56.297333333333356, PathLength, 167.0,sDepthFirstSearch,Cost, 7836.16517647227, Score, -51.93099999999999, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 4679.178569720482, Score, -46.32066666666667, PathLength, 137.0,sBreadthFirstSearch,Cost, 12891.995175294214, Score, -180.51566666666665, PathLength, 540.0,sBreadthFirstSearchLowCost,Cost, 12544.919375735597, Score, -177.29666666666614, PathLength, 530.0,sBacktrackPath,Cost, 13017.30625126002, Score, -107.81833333333333, PathLength, 322.0,sVariableBacktrackPath,Cost, 9018.706316859627, Score, -72.06133333333334, PathLength, 215.0,sLeastConnectedFirst,Cost, 6080.448478702528, Score, -41.06166666666671, PathLength, 122.0,
hRandomFixedDistance,Cost, 27854.72073319203, Score, 84.3719,sRandomWalk,Cost, 8811.329423812675, Score, -57.45333333333332, PathLength, 171.0,sConstrainedRandomWalk,Cost, 8879.878790602803, Score, -57.88633333333328, PathLength, 172.0,sLowEdgeCost,Cost, 6682.736032830543, Score, -55.5996666666666, PathLength, 165.0,sDepthFirstSearch,Cost, 7756.737468623363, Score, -51.3366666666667, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 4636.933274848759, Score, -46.104, PathLength, 137.0,sBreadthFirstSearch,Cost, 12654.05486011796, Score, -177.05833333333317, PathLength, 530.0,sBreadthFirstSearchLowCost,Cost, 12508.15524716573, Score, -176.72166666666678, PathLength, 529.0,sBacktrackPath,Cost, 13091.551964643653, Score, -108.02366666666653, PathLength, 323.0,sVariableBacktrackPath,Cost, 9044.049895101161, Score, -72.27233333333328, PathLength, 215.0,sLeastConnectedFirst,Cost, 6108.711263070205, Score, -41.263, PathLength, 122.0,
hLowEdgeCostRandomFixedDistance,Cost, 30523.177676418785, Score, 83.53606666666664,sRandomWalk,Cost, 8656.843697591688, Score, -56.39533333333326, PathLength, 168.0,sConstrainedRandomWalk,Cost, 8700.374293829076, Score, -56.61433333333335, PathLength, 168.0,sLowEdgeCost,Cost, 6782.484814532772, Score, -56.23066666666668, PathLength, 167.0,sDepthFirstSearch,Cost, 7634.9548219831495, Score, -50.60166666666665, PathLength, 150.0,sDepthFirstSearchLowCost,Cost, 4571.694473706545, Score, -45.47966666666663, PathLength, 135.0,sBreadthFirstSearch,Cost, 12650.292712161618, Score, -177.37199999999993, PathLength, 531.0,sBreadthFirstSearchLowCost,Cost, 12421.555162817438, Score, -175.80699999999973, PathLength, 526.0,sBacktrackPath,Cost, 12705.056554719047, Score, -105.50133333333332, PathLength, 315.0,sVariableBacktrackPath,Cost, 8689.755345999769, Score, -69.92199999999995, PathLength, 208.0,sLeastConnectedFirst,Cost, 6140.278082058669, Score, -41.436666666666696, PathLength, 123.0,
hMinimumConnectivity,Cost, 2006205.912937489, Score, 96.35753333333345,sRandomWalk,Cost, 11420.561249786659, Score, -74.00066666666665, PathLength, 221.0,sConstrainedRandomWalk,Cost, 11486.123888307697, Score, -74.3316666666666, PathLength, 221.0,sLowEdgeCost,Cost, 8224.09577317165, Score, -65.3406666666667, PathLength, 195.0,sDepthFirstSearch,Cost, 8643.450939162041, Score, -57.209333333333284, PathLength, 170.0,sDepthFirstSearchLowCost,Cost, 4962.407810893835, Score, -48.65266666666668, PathLength, 144.0,sBreadthFirstSearch,Cost, 14415.701126881302, Score, -202.8176666666668, PathLength, 607.0,sBreadthFirstSearchLowCost,Cost, 14028.802834656522, Score, -198.28833333333282, PathLength, 593.0,sBacktrackPath,Cost, 16049.910969426764, Score, -128.71466666666655, PathLength, 385.0,sVariableBacktrackPath,Cost, 10007.265775284677, Score, -78.37066666666674, PathLength, 234.0,sLeastConnectedFirst,Cost, 5239.040059337245, Score, -35.84899999999995, PathLength, 106.0,
hMaxDistance,Cost, 475638.43575409456, Score, 82.77683333333333,sRandomWalk,Cost, 8630.749173213117, Score, -56.2103333333333, PathLength, 167.0,sConstrainedRandomWalk,Cost, 8593.911602666765, Score, -55.98666666666673, PathLength, 166.0,sLowEdgeCost,Cost, 6536.480109919387, Score, -54.70766666666664, PathLength, 163.0,sDepthFirstSearch,Cost, 7565.157749232414, Score, -50.2153333333333, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 4572.958686932993, Score, -45.54733333333338, PathLength, 135.0,sBreadthFirstSearch,Cost, 12440.633047027204, Score, -174.1523333333335, PathLength, 521.0,sBreadthFirstSearchLowCost,Cost, 12134.499567364079, Score, -171.67633333333322, PathLength, 514.0,sBacktrackPath,Cost, 12623.993070982888, Score, -105.10033333333345, PathLength, 314.0,sVariableBacktrackPath,Cost, 9142.414537674438, Score, -72.72366666666666, PathLength, 217.0,sLeastConnectedFirst,Cost, 6141.612770397906, Score, -41.44833333333333, PathLength, 123.0,
hRandomSet,Cost, 3196.1274573049736, Score, 98.61456666666676,sRandomWalk,Cost, 10292.077843381368, Score, -71.20533333333327, PathLength, 212.0,sConstrainedRandomWalk,Cost, 10171.42091023314, Score, -70.37500000000007, PathLength, 210.0,sLowEdgeCost,Cost, 6612.1858165904705, Score, -58.85966666666672, PathLength, 175.0,sDepthFirstSearch,Cost, 7739.742064068929, Score, -52.94700000000004, PathLength, 157.0,sDepthFirstSearchLowCost,Cost, 4538.090719914403, Score, -47.95466666666672, PathLength, 142.0,sBreadthFirstSearch,Cost, 11300.829780016884, Score, -211.46099999999961, PathLength, 633.0,sBreadthFirstSearchLowCost,Cost, 10950.51119274246, Score, -204.39366666666672, PathLength, 612.0,sBacktrackPath,Cost, 15902.705692208663, Score, -149.09133333333338, PathLength, 446.0,sVariableBacktrackPath,Cost, 9217.464378454348, Score, -79.1696666666665, PathLength, 236.0,sLeastConnectedFirst,Cost, 6110.758257377126, Score, -40.688333333333425, PathLength, 121.0,
hRandomDirection,Cost, 2864.4910629015126, Score, 88.38706666666666,sRandomWalk,Cost, 8215.836944293893, Score, -56.694000000000074, PathLength, 169.0,sConstrainedRandomWalk,Cost, 8072.58073535784, Score, -55.77599999999998, PathLength, 166.0,sLowEdgeCost,Cost, 6087.612412175879, Score, -55.3633333333333, PathLength, 165.0,sDepthFirstSearch,Cost, 7323.253250425418, Score, -50.02000000000001, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 4279.271891219959, Score, -45.741000000000064, PathLength, 136.0,sBreadthFirstSearch,Cost, 9860.497658108903, Score, -184.15399999999985, PathLength, 551.0,sBreadthFirstSearchLowCost,Cost, 9709.399486819288, Score, -181.30000000000004, PathLength, 542.0,sBacktrackPath,Cost, 14706.226887274863, Score, -139.7396666666667, PathLength, 418.0,sVariableBacktrackPath,Cost, 8445.208221340405, Score, -73.49033333333328, PathLength, 219.0,sLeastConnectedFirst,Cost, 6228.723147520124, Score, -41.59233333333334, PathLength, 123.0,
hRandom,Cost, 7102.72417985772, Score, 93.15976666666671,sRandomWalk,Cost, 9064.230023201986, Score, -62.505666666666606, PathLength, 186.0,sConstrainedRandomWalk,Cost, 9199.447179722953, Score, -63.31766666666664, PathLength, 188.0,sLowEdgeCost,Cost, 6368.46864904068, Score, -57.22399999999995, PathLength, 170.0,sDepthFirstSearch,Cost, 7585.95987963504, Score, -51.81400000000002, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 4407.390013514363, Score, -46.66966666666662, PathLength, 139.0,sBreadthFirstSearch,Cost, 10364.551012305146, Score, -193.54433333333333, PathLength, 579.0,sBreadthFirstSearchLowCost,Cost, 10226.419742057255, Score, -191.2403333333335, PathLength, 572.0,sBacktrackPath,Cost, 15722.131241173807, Score, -147.68766666666676, PathLength, 442.0,sVariableBacktrackPath,Cost, 8810.136344759903, Score, -76.19666666666666, PathLength, 227.0,sLeastConnectedFirst,Cost, 6197.137522660073, Score, -41.397666666666645, PathLength, 123.0,
hRandomFixedDistance,Cost, 39936.63579855217, Score, 90.51006666666682,sRandomWalk,Cost, 8557.587030227589, Score, -58.87766666666661, PathLength, 175.0,sConstrainedRandomWalk,Cost, 8541.968514137096, Score, -58.88166666666674, PathLength, 175.0,sLowEdgeCost,Cost, 6244.743921994791, Score, -56.25233333333337, PathLength, 167.0,sDepthFirstSearch,Cost, 7451.95568205563, Score, -50.87200000000011, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 4361.786920031588, Score, -46.33299999999996, PathLength, 137.0,sBreadthFirstSearch,Cost, 10070.733978133983, Score, -188.15666666666678, PathLength, 563.0,sBreadthFirstSearchLowCost,Cost, 9982.745662714551, Score, -186.77166666666662, PathLength, 559.0,sBacktrackPath,Cost, 14927.148443943124, Score, -141.4226666666664, PathLength, 423.0,sVariableBacktrackPath,Cost, 8829.364162665248, Score, -76.40099999999998, PathLength, 228.0,sLeastConnectedFirst,Cost, 6200.3461516452935, Score, -41.13199999999998, PathLength, 122.0,
hLowEdgeCostRandomFixedDistance,Cost, 19648.11668980117, Score, 93.00176666666663,sRandomWalk,Cost, 9108.779131058242, Score, -62.737333333333325, PathLength, 187.0,sConstrainedRandomWalk,Cost, 9078.698083243255, Score, -62.582999999999906, PathLength, 186.0,sLowEdgeCost,Cost, 6239.093588119095, Score, -56.244666666666596, PathLength, 167.0,sDepthFirstSearch,Cost, 7520.471304064673, Score, -51.40766666666664, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 4412.307328692715, Score, -46.63833333333329, PathLength, 138.0,sBreadthFirstSearch,Cost, 10356.68561307198, Score, -193.5033333333329, PathLength, 579.0,sBreadthFirstSearchLowCost,Cost, 10170.403989028293, Score, -189.6896666666669, PathLength, 568.0,sBacktrackPath,Cost, 15638.849491004436, Score, -146.82666666666665, PathLength, 439.0,sVariableBacktrackPath,Cost, 9223.322277665047, Score, -79.23700000000002, PathLength, 236.0,sLeastConnectedFirst,Cost, 6182.944594596287, Score, -41.15000000000001, PathLength, 122.0,
hMinimumConnectivity,Cost, 1820690.7235144563, Score, 107.83079999999998,sRandomWalk,Cost, 12005.601709610159, Score, -82.86299999999986, PathLength, 247.0,sConstrainedRandomWalk,Cost, 12047.169398929198, Score, -83.0839999999999, PathLength, 248.0,sLowEdgeCost,Cost, 7527.926115868724, Score, -64.93066666666664, PathLength, 193.0,sDepthFirstSearch,Cost, 8041.9002180604175, Score, -55.092999999999975, PathLength, 164.0,sDepthFirstSearchLowCost,Cost, 4730.684963643968, Score, -49.97766666666658, PathLength, 148.0,sBreadthFirstSearch,Cost, 12149.379066152282, Score, -226.90699999999993, PathLength, 679.0,sBreadthFirstSearchLowCost,Cost, 11868.21079888887, Score, -221.47433333333345, PathLength, 663.0,sBacktrackPath,Cost, 18202.517650497506, Score, -166.0696666666667, PathLength, 497.0,sVariableBacktrackPath,Cost, 10885.168116507146, Score, -90.7286666666667, PathLength, 271.0,sLeastConnectedFirst,Cost, 5577.61681539716, Score, -37.18000000000002, PathLength, 110.0,
hMaxDistance,Cost, 446650.9908646878, Score, 89.00800000000004,sRandomWalk,Cost, 8551.313909852504, Score, -58.928666666666686, PathLength, 175.0,sConstrainedRandomWalk,Cost, 8164.768618346968, Score, -56.149333333333345, PathLength, 167.0,sLowEdgeCost,Cost, 6065.989840377666, Score, -55.137333333333366, PathLength, 164.0,sDepthFirstSearch,Cost, 7405.094673755209, Score, -50.59100000000005, PathLength, 150.0,sDepthFirstSearchLowCost,Cost, 4306.3565957408, Score, -45.97766666666669, PathLength, 136.0,sBreadthFirstSearch,Cost, 9791.40558517927, Score, -183.00499999999968, PathLength, 548.0,sBreadthFirstSearchLowCost,Cost, 9700.101471251932, Score, -180.99733333333313, PathLength, 541.0,sBacktrackPath,Cost, 15090.81972855823, Score, -142.3453333333333, PathLength, 426.0,sVariableBacktrackPath,Cost, 8696.083046199901, Score, -75.27466666666673, PathLength, 224.0,sLeastConnectedFirst,Cost, 6249.156271668345, Score, -41.673666666666655, PathLength, 124.0,
hRandomSet,Cost, 3695.9086951671934, Score, 93.18023333333329,sRandomWalk,Cost, 9357.38478000689, Score, -62.96866666666667, PathLength, 187.0,sConstrainedRandomWalk,Cost, 9084.979053076533, Score, -61.207999999999956, PathLength, 182.0,sLowEdgeCost,Cost, 8094.303216862245, Score, -66.01033333333334, PathLength, 197.0,sDepthFirstSearch,Cost, 7228.234376675343, Score, -54.04933333333343, PathLength, 161.0,sDepthFirstSearchLowCost,Cost, 5166.617008644318, Score, -51.95433333333348, PathLength, 154.0,sBreadthFirstSearch,Cost, 12430.183473486672, Score, -180.98166666666705, PathLength, 541.0,sBreadthFirstSearchLowCost,Cost, 12270.401170977984, Score, -179.86266666666654, PathLength, 538.0,sBacktrackPath,Cost, 17410.249485250995, Score, -145.91766666666675, PathLength, 436.0,sVariableBacktrackPath,Cost, 11125.335260643173, Score, -88.2686666666666, PathLength, 263.0,sLeastConnectedFirst,Cost, 5851.82731537364, Score, -40.580999999999996, PathLength, 120.0,
hRandomDirection,Cost, 3005.526048983623, Score, 84.6450999999999,sRandomWalk,Cost, 8263.879752788485, Score, -55.66666666666669, PathLength, 166.0,sConstrainedRandomWalk,Cost, 8185.375601343375, Score, -55.21666666666671, PathLength, 164.0,sLowEdgeCost,Cost, 6642.980827291788, Score, -56.35299999999996, PathLength, 168.0,sDepthFirstSearch,Cost, 6666.27378415612, Score, -49.56733333333336, PathLength, 147.0,sDepthFirstSearchLowCost,Cost, 4818.883640942517, Score, -48.38199999999998, PathLength, 144.0,sBreadthFirstSearch,Cost, 11625.169070465956, Score, -169.5196666666666, PathLength, 507.0,sBreadthFirstSearchLowCost,Cost, 11332.522181749093, Score, -166.4643333333334, PathLength, 498.0,sBacktrackPath,Cost, 14058.465366573428, Score, -121.80599999999991, PathLength, 364.0,sVariableBacktrackPath,Cost, 10297.96920934725, Score, -82.53333333333332, PathLength, 246.0,sLeastConnectedFirst,Cost, 5911.02227687253, Score, -40.941999999999965, PathLength, 121.0,
hRandom,Cost, 7518.902237065989, Score, 88.72876666666667,sRandomWalk,Cost, 8774.351969547342, Score, -59.085333333333324, PathLength, 176.0,sConstrainedRandomWalk,Cost, 8762.26521164341, Score, -58.84399999999999, PathLength, 175.0,sLowEdgeCost,Cost, 7438.120869098687, Score, -61.7363333333333, PathLength, 184.0,sDepthFirstSearch,Cost, 6956.10622663012, Score, -51.76966666666675, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 5041.961137564474, Score, -50.727333333333384, PathLength, 151.0,sBreadthFirstSearch,Cost, 12081.662056072888, Score, -176.10466666666701, PathLength, 527.0,sBreadthFirstSearchLowCost,Cost, 11882.369332023687, Score, -174.3506666666667, PathLength, 522.0,sBacktrackPath,Cost, 15361.352341051099, Score, -131.4053333333333, PathLength, 393.0,sVariableBacktrackPath,Cost, 10291.874478485299, Score, -82.49799999999996, PathLength, 246.0,sLeastConnectedFirst,Cost, 5893.060770944702, Score, -40.766333333333336, PathLength, 121.0,
hRandomFixedDistance,Cost, 22938.368813622703, Score, 87.38653333333325,sRandomWalk,Cost, 8482.624761226049, Score, -57.162999999999975, PathLength, 170.0,sConstrainedRandomWalk,Cost, 8588.684480357722, Score, -57.748666666666686, PathLength, 172.0,sLowEdgeCost,Cost, 7276.334209725854, Score, -60.64533333333337, PathLength, 180.0,sDepthFirstSearch,Cost, 6881.781758644298, Score, -51.16966666666673, PathLength, 152.0,sDepthFirstSearchLowCost,Cost, 4942.221658754432, Score, -49.75933333333329, PathLength, 148.0,sBreadthFirstSearch,Cost, 11943.509042546095, Score, -174.02833333333325, PathLength, 521.0,sBreadthFirstSearchLowCost,Cost, 11670.763638100125, Score, -171.47333333333313, PathLength, 513.0,sBacktrackPath,Cost, 15108.683206560163, Score, -129.39899999999983, PathLength, 387.0,sVariableBacktrackPath,Cost, 10067.728742255573, Score, -81.16866666666674, PathLength, 242.0,sLeastConnectedFirst,Cost, 5970.261661414823, Score, -41.31000000000004, PathLength, 122.0,
hLowEdgeCostRandomFixedDistance,Cost, 45952.70861540739, Score, 86.44583333333325,sRandomWalk,Cost, 8365.80434167925, Score, -56.451333333333324, PathLength, 168.0,sConstrainedRandomWalk,Cost, 8414.939114650042, Score, -56.58599999999996, PathLength, 168.0,sLowEdgeCost,Cost, 6876.163202686662, Score, -58.01333333333336, PathLength, 173.0,sDepthFirstSearch,Cost, 6831.4181264547315, Score, -50.881333333333366, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 4925.500496705299, Score, -49.322333333333326, PathLength, 146.0,sBreadthFirstSearch,Cost, 11757.029122970544, Score, -171.26400000000012, PathLength, 512.0,sBreadthFirstSearchLowCost,Cost, 11610.902293928932, Score, -170.37133333333315, PathLength, 510.0,sBacktrackPath,Cost, 15064.415261591816, Score, -128.9729999999999, PathLength, 385.0,sVariableBacktrackPath,Cost, 10090.534227201566, Score, -81.46133333333334, PathLength, 243.0,sLeastConnectedFirst,Cost, 5951.344597387785, Score, -41.134333333333316, PathLength, 122.0,
hMinimumConnectivity,Cost, 1974645.461973097, Score, 101.36683333333337,sRandomWalk,Cost, 10473.973404088283, Score, -70.36666666666663, PathLength, 210.0,sConstrainedRandomWalk,Cost, 10269.203987528357, Score, -69.13533333333339, PathLength, 206.0,sLowEdgeCost,Cost, 9443.007637381153, Score, -74.98100000000001, PathLength, 223.0,sDepthFirstSearch,Cost, 7574.881813267186, Score, -56.79766666666662, PathLength, 169.0,sDepthFirstSearchLowCost,Cost, 5435.443823158199, Score, -55.187000000000126, PathLength, 164.0,sBreadthFirstSearch,Cost, 13223.393227353426, Score, -192.55866666666697, PathLength, 576.0,sBreadthFirstSearchLowCost,Cost, 13029.69968445578, Score, -190.8229999999997, PathLength, 571.0,sBacktrackPath,Cost, 21024.005602037883, Score, -172.26733333333334, PathLength, 515.0,sVariableBacktrackPath,Cost, 12016.889256370767, Score, -94.4153333333332, PathLength, 282.0,sLeastConnectedFirst,Cost, 5367.529817447887, Score, -37.13633333333332, PathLength, 110.0,
